category_id,views,likes,dislikes,comment_count,category
23,0.00020722,0.001929522,0.000109513,1232,Comedy
10,0.001226842,0.008618541,0.00020206,2495,Music
10,0.003291574,0.015745943,0.000573273,5382,Music
23,6.57E-06,6.41E-05,1.03E-06,33,Comedy
10,7.99E-06,3.33E-05,0,13,Music
23,5.88E-06,2.67E-06,5.14E-07,2,Comedy
10,0.015129242,0.037870422,0.002887447,10785,Music
10,3.72E-05,6.54E-05,5.14E-06,22,Music
10,0.000347313,0.001243893,4.32E-05,420,Music
10,5.29E-05,0.000122376,5.66E-06,143,Music
23,0.004336482,0.031249805,0.001362488,17099,Comedy
23,5.84E-06,3.83E-05,5.14E-06,11,Comedy
10,1.52E-05,0.000136271,3.60E-06,83,Music
10,2.02E-05,4.85E-05,2.06E-06,31,Music
10,1.14E-05,7.93E-05,6.68E-06,45,Music
23,0.000380328,0.002444856,3.75E-05,844,Comedy
23,1.02E-05,2.12E-05,1.03E-06,53,Comedy
23,0.00303091,0.018575385,0.000966595,4884,Comedy
23,0.006016798,0.061503677,0.001857611,10732,Comedy
23,0.001490472,0.007392462,0.000345506,933,Comedy
23,0.000432834,0.003966278,8.89E-05,632,Comedy
23,0.00037618,0.002036222,4.78E-05,190,Comedy
23,0.00118588,0.004698934,0.000185607,3756,Comedy
23,0.000340393,0.003034116,4.11E-05,550,Comedy
23,0.001665285,0.00886365,0.000171725,2431,Comedy
23,0.000802737,0.002808779,6.48E-05,340,Comedy
23,0.001695518,0.00798653,0.00074397,3052,Comedy
23,0.000137158,0.00090954,4.16E-05,235,Comedy
10,4.14E-05,6.80E-05,1.54E-06,12,Music
23,0.000379131,0.001438056,0.00028021,881,Comedy
23,0.000588771,0.002599653,9.20E-05,775,Comedy
10,0.000109486,0.000420925,3.44E-05,169,Music
10,0.000639624,0.000952648,9.15E-05,330,Music
23,0.000252425,0.00088763,0.000234451,263,Comedy
23,0.000202855,0.000804264,0.000204116,341,Comedy
23,0.000163771,0.000435176,3.80E-05,93,Comedy
10,0.001645166,0.009827521,0.000814408,4072,Music
23,0.000184162,0.001515187,9.67E-05,650,Comedy
23,7.38E-05,0.00092094,9.25E-06,678,Comedy
23,0.001042025,0.00408242,0.000213371,273,Comedy
10,0.0484424,0.41338146,0.017083031,477215,Music
23,0.000107488,0.000298905,3.14E-05,89,Comedy
23,0.000173242,0.000373008,2.31E-05,411,Comedy
23,0.000155086,0.00047579,4.32E-05,280,Comedy
23,1.18E-05,4.40E-05,1.54E-06,6,Comedy
23,0.000845258,0.00419874,0.000205659,1701,Comedy
10,2.90E-05,3.03E-06,8.23E-06,35,Music
10,6.57E-05,0.000177597,2.11E-05,49,Music
23,0.002156941,0.004729394,0.000173267,954,Comedy
10,8.23E-06,1.32E-05,1.54E-06,6,Music
23,0.009297782,0.044116251,0.002715722,62153,Comedy
23,0.000520115,0.002388032,9.56E-05,339,Comedy
23,0.001579156,0.006728743,0.000218512,887,Comedy
23,0.001121273,0.004319691,0.000454505,958,Comedy
23,0.000229904,0.000219993,1.95E-05,25,Comedy
23,0.000110223,0.000676366,4.47E-05,194,Comedy
10,9.16E-06,2.55E-05,2.57E-06,19,Music
23,0.000145871,0.001187069,3.55E-05,443,Comedy
10,0.000563965,0.001620463,5.76E-05,554,Music
23,0.000974309,0.003508124,0.000201545,502,Comedy
23,2.84E-05,0.000268088,7.71E-06,283,Comedy
23,0.000645717,0.004781408,0.000318257,3579,Comedy
23,0.002443902,0.01234167,0.000529057,1429,Comedy
23,0.000487197,0.004200521,0.000147046,917,Comedy
23,0.004216625,0.023944984,0.001360946,6238,Comedy
10,0.000521688,0.003015946,8.12E-05,865,Music
23,0.006490008,0.064618486,0.001999516,10905,Comedy
23,0.000149353,0.001728411,2.42E-05,594,Comedy
23,0.00010058,0.001221092,9.25E-05,276,Comedy
23,0.000795633,0.005959749,0.000196404,821,Comedy
23,0.001830379,0.008415828,0.000419544,956,Comedy
23,0.000296932,0.002166793,0.000888445,1011,Comedy
23,0.000490429,0.002394267,6.94E-05,218,Comedy
23,0.001378552,0.005126984,0.000220055,4050,Comedy
23,0.000174116,0.001309802,1.90E-05,142,Comedy
23,0.000514558,0.004115731,6.79E-05,702,Comedy
23,0.001897718,0.009569764,0.000196918,2549,Comedy
23,0.000251963,0.001371435,8.89E-05,305,Comedy
10,2.01E-05,3.08E-05,3.60E-06,3,Music
23,2.88E-05,3.35E-05,1.29E-05,186,Comedy
23,1.50E-05,8.55E-05,8.74E-06,35,Comedy
10,0.000810727,0.001077518,0.000115169,364,Music
23,0.002024986,0.008604825,0.00086428,3425,Comedy
23,0.000329388,0.002177303,0.000137277,757,Comedy
10,0.000296338,0.000445863,1.49E-05,474,Music
10,4.23E-05,0.000106701,9.77E-06,20,Music
23,0.000650353,0.002824633,9.87E-05,742,Comedy
23,4.73E-06,5.33E-05,5.14E-07,23,Comedy
23,0.000419547,0.001557939,0.000305403,907,Comedy
10,2.01E-05,2.26E-05,7.20E-06,41,Music
10,8.20E-06,5.88E-06,1.54E-06,1,Music
10,0.000122538,0.000442301,3.60E-05,200,Music
23,0.000947482,0.005606158,0.000494609,4105,Comedy
23,0.000357847,0.001930768,4.52E-05,103,Comedy
23,0.000707657,0.00516457,0.0002653,1139,Comedy
23,0.000131661,0.000247247,2.11E-05,61,Comedy
23,0.000156528,0.001127929,9.87E-05,1628,Comedy
23,0.00309718,0.0142475,0.000678159,1608,Comedy
10,0.001017057,0.004008674,0.000182522,1084,Music
23,0.000305343,0.003037144,0.000474557,2779,Comedy
23,0.000139109,0.000540808,1.29E-05,277,Comedy
23,0.004496783,0.02507327,0.001449379,6588,Comedy
23,0.000602515,0.001059883,0.000115169,598,Comedy
23,0.000158454,0.001479917,0.000261701,333,Comedy
23,0.000214598,0.002149514,3.91E-05,630,Comedy
23,7.62E-06,5.17E-06,1.03E-06,1,Comedy
23,0.006700245,0.065871642,0.002046817,11016,Comedy
23,0.000876261,0.006338457,0.000226739,860,Comedy
10,6.10E-06,3.10E-05,5.14E-06,20,Music
23,0.00197382,0.008788479,0.000447307,1006,Comedy
10,3.85E-05,9.49E-05,9.25E-06,10,Music
23,2.48E-05,0.000167087,2.57E-06,161,Comedy
23,0.000522753,0.002486717,7.30E-05,220,Comedy
23,4.50E-06,5.34E-07,5.14E-07,1,Comedy
23,0.000174321,0.000139121,1.18E-05,46,Comedy
23,4.03E-05,0.000194342,1.18E-05,154,Comedy
23,0.001480644,0.005352855,0.000232394,4260,Comedy
23,0.000544551,0.004304194,7.30E-05,709,Comedy
23,5.69E-05,2.05E-05,6.68E-06,18,Comedy
23,0.001584663,0.010954381,0.000485354,4914,Comedy
10,0.00037809,0.002845118,4.78E-05,790,Music
10,7.46E-05,0.000135202,3.39E-05,79,Music
23,7.68E-05,6.00E-05,3.08E-06,25,Comedy
23,0.000120733,0.00016495,2.47E-05,83,Comedy
23,0.000253781,0.002011818,0.000160414,1955,Comedy
23,0.001118798,0.005936592,0.000631372,4388,Comedy
23,0.000237926,0.001400293,0.000164527,1914,Comedy
23,0.000120738,0.000324378,9.77E-06,117,Comedy
10,0.000148943,0.000217677,2.16E-05,108,Music
23,0.000142456,0.000571802,7.20E-06,173,Comedy
23,9.33E-05,0.000791973,2.47E-05,396,Comedy
23,0.000485258,0.002200994,7.20E-05,88,Comedy
23,0.000776881,0.005431589,0.000302832,1180,Comedy
23,1.59E-05,0.000151056,3.08E-06,57,Comedy
23,7.81E-06,5.52E-06,5.14E-07,2,Comedy
10,0.001301634,0.004418198,0.000244734,1190,Music
23,0.000168058,0.000909362,1.90E-05,319,Comedy
23,0.000444339,0.003541078,0.000979449,3468,Comedy
10,0.000148078,0.000136627,1.54E-05,153,Music
23,5.75E-05,0.000102782,0.000115683,83,Comedy
23,0.00196567,0.003330527,0.00043651,1149,Comedy
23,0.002362835,0.003218304,0.000236507,1459,Comedy
23,0.003292988,0.014792939,0.000715692,1681,Comedy
23,0.000179515,0.00156168,0.000318771,413,Comedy
23,0.002947964,0.002813411,0.000190748,1862,Comedy
23,0.000135851,0.00038423,2.16E-05,137,Comedy
10,7.55E-05,0.000103316,9.77E-06,31,Music
10,7.40E-05,5.15E-05,2.52E-05,100,Music
23,0.000723896,0.001182616,0.00014756,657,Comedy
10,3.05E-06,1.55E-05,4.63E-06,10,Music
23,0.000451167,0.000514978,3.70E-05,185,Comedy
23,0.00118083,0.005055375,0.000247304,1233,Comedy
23,0.000630633,0.003329458,0.000119282,1726,Comedy
23,0.002336458,0.013731096,0.000720319,5715,Comedy
23,0.000292824,0.002071849,3.14E-05,261,Comedy
23,0.000126782,8.87E-05,9.77E-06,36,Comedy
23,0.00018624,0.002044238,3.08E-05,435,Comedy
10,9.38E-05,3.49E-05,1.18E-05,15,Music
10,0.000199956,0.000263635,0.000104886,183,Music
10,0.000651234,0.003593805,8.28E-05,928,Music
23,0.000129319,0.000173678,1.29E-05,20,Comedy
23,0.000192969,0.001177628,7.10E-05,1016,Comedy
23,0.00013541,0.000935725,2.42E-05,260,Comedy
23,7.33E-05,0.000919872,1.18E-05,833,Comedy
23,0.000279195,0.001354691,0.000290493,537,Comedy
23,0.000112251,0.000701304,3.29E-05,741,Comedy
10,0.000271132,0.001602294,0.000428798,1102,Music
23,0.000558463,0.0031157,0.000367615,2636,Comedy
23,0.000227381,0.000443013,1.90E-05,152,Comedy
23,5.20E-05,0.00038708,1.23E-05,132,Comedy
23,0.000165467,0.000367129,2.62E-05,415,Comedy
23,9.50E-06,6.77E-06,5.14E-07,1,Comedy
10,5.14E-05,0.000171363,1.18E-05,65,Music
23,5.60E-05,0.000514266,4.22E-05,350,Comedy
10,8.03E-06,2.44E-05,5.14E-07,5,Music
23,0.000185229,0.000667459,1.29E-05,187,Comedy
10,8.81E-06,3.46E-05,2.06E-06,13,Music
23,0.002613775,0.003540009,0.000481241,2900,Comedy
10,9.64E-05,0.000103316,1.03E-05,53,Music
10,0.001343759,0.000713773,0.000527514,491,Music
23,0.001755373,0.002402461,0.000150131,1786,Comedy
10,0.00041098,6.06E-05,3.91E-05,5,Music
23,0.001159213,0.006039908,0.000643711,4459,Comedy
10,4.73E-06,1.94E-05,1.54E-06,57,Music
10,2.56E-05,3.85E-05,2.06E-06,2,Music
10,1.12E-05,2.69E-05,3.60E-06,27,Music
23,0.000256097,0.001472436,0.000179437,2014,Comedy
10,4.74E-06,3.26E-05,3.60E-06,43,Music
10,4.06E-06,2.03E-05,0,8,Music
10,0.000145819,0.000109729,4.32E-05,49,Music
10,0.000343156,0.000221418,2.78E-05,196,Music
23,0.000513908,0.002285963,7.61E-05,229,Comedy
23,0.001017078,0.010278193,0.000178923,3850,Comedy
10,0.001671414,0.009644936,0.000934204,3608,Music
23,0.000647406,0.003067604,9.92E-05,342,Comedy
23,0.000265253,0.002495267,5.71E-05,1266,Comedy
23,0.001445856,0.004931395,0.000240621,2225,Comedy
23,0.002589177,0.014361148,0.000789215,5845,Comedy
23,0.000302375,0.002915124,3.55E-05,408,Comedy
10,0.000186518,0.001602828,4.58E-05,582,Music
23,0.000128744,0.000181694,1.65E-05,31,Comedy
10,0.001277179,0.003396079,0.001445266,2121,Music
23,8.28E-05,0.000726955,9.25E-05,1235,Comedy
23,8.06E-05,0.000384942,1.59E-05,115,Comedy
23,0.00035926,0.002724523,6.58E-05,455,Comedy
10,0.008666139,0.052483092,0.030066258,18880,Music
10,4.07E-05,0.000138586,1.44E-05,65,Music
10,3.11E-05,0.000501975,1.03E-05,233,Music
23,0.000155406,0.00079037,0.000185093,537,Comedy
23,0.000120722,0.000461717,5.35E-05,201,Comedy
23,8.10E-05,0.000269513,1.34E-05,75,Comedy
23,0.000234579,0.000436422,4.68E-05,495,Comedy
23,4.65E-05,0.000458511,7.71E-06,80,Comedy
10,0.000848205,0.003953097,0.000112598,982,Music
23,0.000164082,0.000865007,5.24E-05,965,Comedy
23,0.001186801,0.001097113,5.09E-05,347,Comedy
10,0.000257293,0.001578246,5.35E-05,523,Music
23,0.000143436,9.76E-05,1.08E-05,53,Comedy
10,0.000233823,0.000304071,0.000125452,228,Music
23,1.14E-05,6.13E-05,2.57E-06,10,Comedy
10,0.000267858,5.52E-05,3.65E-05,19,Music
23,0.000238096,0.001340618,9.61E-05,1107,Comedy
23,0.000106016,0.001137727,2.16E-05,945,Comedy
10,2.14E-05,8.78E-05,8.23E-06,54,Music
10,1.77E-05,3.19E-05,2.06E-06,7,Music
23,0.000189191,0.001153402,3.91E-05,360,Comedy
23,0.001832007,0.002358819,0.000137277,1102,Comedy
10,4.92E-05,0.000312443,1.29E-05,79,Music
10,0.002504395,0.00152445,0.000143447,278,Music
23,0.001441557,0.00588244,0.000401034,4210,Comedy
23,0.00178021,0.007028895,0.000824177,1761,Comedy
10,1.74E-05,4.85E-05,2.57E-06,24,Music
23,9.34E-05,0.0005091,1.95E-05,171,Comedy
10,0.00446281,0,0,0,Music
10,7.85E-06,6.23E-06,3.08E-06,12,Music
10,0.005235847,0.023526197,0.000694098,5870,Music
23,6.17E-06,2.67E-06,0,0,Comedy
23,0.005621865,0.064566828,0.002387182,23312,Comedy
23,0.000841139,0.004657607,0.000862738,588,Comedy
10,0.003805497,0.014660765,0.001914682,5319,Music
23,0.000214018,0.001987058,3.08E-05,439,Comedy
10,0.001433158,0.006229797,0.001250404,2899,Music
10,0.000339425,0.000391711,0.000120824,158,Music
23,0.000359623,0.005884934,3.50E-05,2615,Comedy
10,0.014830861,0.112871131,0.004271529,44548,Music
23,0.001773586,0.01492921,0.000312601,4668,Comedy
23,0.000411119,0.00238536,7.71E-05,572,Comedy
10,0.000300931,0.001325477,0.000310544,1553,Music
10,0.019151185,0.114678276,0.004986707,35441,Music
23,0.000109999,0.00057679,6.99E-05,181,Comedy
23,0.000246778,0.002351872,4.94E-05,1225,Comedy
23,0.000749189,0.00332643,0.00011774,381,Comedy
10,5.38E-05,0.000128967,3.08E-06,51,Music
23,1.76E-05,7.13E-05,4.63E-06,38,Comedy
23,0.000131246,0.000978121,0.000142419,1433,Comedy
23,0.000490356,0.003351724,0.000111056,1557,Comedy
23,3.58E-05,0.000259716,4.63E-06,67,Comedy
10,0.000632882,0.003164508,0.000117225,963,Music
10,0.00021667,0.000261319,2.62E-05,136,Music
23,0.000222116,0.000257578,3.19E-05,42,Comedy
23,0.000198578,0.000406674,5.19E-05,505,Comedy
23,0.000154087,0.000534929,6.17E-05,212,Comedy
10,1.98E-05,8.18E-05,1.54E-05,80,Music
10,0.001385021,0.012468322,0.000241649,3521,Music
23,0.001836984,0.005485385,0.000297177,2392,Comedy
23,0.000574788,0.004081708,6.43E-05,518,Comedy
10,0.003340625,0.028811362,0.000910553,10485,Music
23,0.00267605,0.014611957,0.000808752,5873,Comedy
10,0.001818296,0.003977679,0.001799513,2456,Music
10,0.00131804,0.000434819,0.000296148,155,Music
10,0.000223725,0.001839209,6.27E-05,1075,Music
10,5.17E-05,0.000163169,8.23E-06,65,Music
10,4.51E-06,3.95E-05,6.17E-06,17,Music
10,0.00366081,0.026129947,0.000822634,7305,Music
10,8.66E-05,0.000404002,2.37E-05,94,Music
10,0.000550148,0.002223261,8.89E-05,761,Music
23,0.000117956,0.000739246,2.52E-05,525,Comedy
23,0.000150792,0.000667637,3.08E-05,216,Comedy
10,1.07E-05,5.75E-05,5.14E-06,56,Music
10,1.55E-05,2.12E-05,1.03E-06,10,Music
23,0.000107698,0.000720542,1.59E-05,110,Comedy
10,4.50E-05,6.36E-05,5.66E-06,10,Music
23,0.002132853,0.003405342,0.000249875,2171,Comedy
10,4.60E-06,3.53E-05,4.11E-06,6,Music
23,7.05E-05,0.000524954,1.23E-05,361,Comedy
10,1.18E-05,3.87E-05,9.25E-06,0,Music
10,1.29E-05,2.44E-05,4.11E-06,38,Music
10,0.012381757,0.059324236,0.032725938,22271,Music
23,0.004370435,0.003741476,0.00066582,2692,Comedy
23,5.19E-05,0.000533682,1.29E-05,61,Comedy
23,4.95E-06,2.85E-06,5.14E-07,0,Comedy
23,0.000161938,0.000359648,2.31E-05,91,Comedy
23,0.000193572,0.000900099,0.000279182,599,Comedy
23,0.00955752,0.08738032,0.003830905,29244,Comedy
23,0.001386163,0.007499162,0.000349105,2836,Comedy
23,0.001763231,0.007165522,0.001484855,881,Comedy
23,0.001447154,0.006377824,0.000334195,631,Comedy
10,0.0053607,0.016831121,0.002319829,6251,Music
23,0.000364431,0.00191634,3.55E-05,181,Comedy
23,0.000542973,0.003577951,6.48E-05,712,Comedy
10,0.002779534,0.008118348,0.002340909,4647,Music
10,0.000685697,0.00066354,0.000194347,291,Music
23,0.000722707,0.008707251,6.38E-05,3892,Comedy
10,0.028996577,0.161337177,0.008199094,52780,Music
10,0.033442788,0.136856016,0.006764111,41315,Music
23,0.000596103,0.002965891,0.000136249,684,Comedy
23,0.000146981,0.001164981,0.000112598,2024,Comedy
23,0.000187387,0.000741384,0.000165041,262,Comedy
10,0.003278956,0.001127395,0.00063857,547,Music
10,0.000102497,4.65E-05,1.29E-05,29,Music
10,0.000124217,0.000886917,5.55E-05,849,Music
23,0.000334916,0.001721998,3.34E-05,245,Comedy
23,0.000153166,0.000581956,9.77E-06,194,Comedy
10,6.24E-05,8.57E-05,4.63E-06,20,Music
23,0.002043217,0.016421062,0.000353733,4955,Comedy
23,0.000118792,0.000688479,1.90E-05,481,Comedy
10,0.000110084,0.000197014,7.71E-06,74,Music
23,1.49E-05,0.000168334,2.06E-06,217,Comedy
10,0.000721522,0.001981892,0.000565561,2296,Music
23,0.000608215,0.003457178,9.31E-05,1694,Comedy
23,9.73E-05,0.000846838,0.000135735,542,Comedy
10,0.005528722,0.034556106,0.0011594,11416,Music
23,6.79E-05,0.001204704,4.63E-06,894,Comedy
10,0.00295463,0.018369109,0.000494609,4874,Music
10,8.85E-05,6.54E-05,3.60E-06,18,Music
23,6.28E-05,0.000359826,6.68E-06,88,Comedy
10,0.009077408,0.045864613,0.00178306,11131,Music
23,5.58E-06,3.46E-05,4.63E-06,11,Comedy
23,4.66E-05,0.000279132,3.60E-05,46,Comedy
23,0.000601097,0.003662386,0.000131107,1699,Comedy
23,1.94E-05,3.24E-05,4.11E-06,44,Comedy
10,0.00103094,0.004158304,0.000158871,1125,Music
10,1.44E-05,6.41E-05,1.75E-05,199,Music
10,3.58E-05,6.89E-05,2.67E-05,0,Music
10,0.00209273,0.004225638,0.001974837,2611,Music
10,5.59E-05,5.01E-05,6.17E-06,39,Music
23,0.000185071,0.001287357,3.03E-05,345,Comedy
23,0.003661345,0.025301457,0.001051944,5680,Comedy
23,0.001462721,0.008899099,0.000260672,1609,Comedy
23,0.000942679,0.007009122,0.00051209,2551,Comedy
23,0.001874034,0.012873749,0.000258102,695,Comedy
23,0.002090134,0.009795991,0.000516203,3246,Comedy
23,0.011090991,0.094805558,0.004293637,31675,Comedy
23,0.002119632,0.008039079,0.001728046,1011,Comedy
23,0.001833521,0.007515372,0.000426742,664,Comedy
10,0.000678986,0.003819676,9.61E-05,1319,Music
23,0.000458726,0.002224507,4.78E-05,201,Comedy
23,0.000662017,0.004044478,7.40E-05,796,Comedy
23,0.000100497,0.000889055,2.52E-05,332,Comedy
23,7.80E-05,0.000472761,7.15E-05,122,Comedy
10,0.006775915,0.018254927,0.002568162,7370,Music
10,0.003556026,0.009078299,0.002707495,5519,Music
23,0.000233326,0.000905977,0.000548594,524,Comedy
23,0.00025681,0.001580384,0.000173267,2800,Comedy
10,0.000240807,0.001788619,4.11E-05,826,Music
10,0.036423555,0.17809562,0.009487031,53752,Music
23,0.00013843,0.000857169,2.37E-05,665,Comedy
10,0.001353612,0.000443013,0.000296663,153,Music
10,0.045498994,0.150045949,0.008058218,44813,Music
23,0.000831135,0.009461104,7.40E-05,4284,Comedy
10,6.95E-05,0.000591219,2.57E-06,289,Music
10,0.000947508,0.000868748,0.000232908,363,Music
10,0.000135005,5.56E-05,1.59E-05,36,Music
10,1.83E-05,1.18E-05,2.57E-06,4,Music
23,0.001399036,0.003015234,0.000332139,928,Comedy
10,3.93E-06,5.58E-05,0,22,Music
23,0.00065406,0.003136363,0.000152187,689,Comedy
10,9.59E-05,0.000211442,1.70E-05,203,Music
23,0.000266407,0.001581096,0.000311059,890,Comedy
23,0.000206643,0.000787342,0.000172753,300,Comedy
10,0.000207656,0.001257075,9.10E-05,1211,Music
23,0.000273895,0.002673221,8.59E-05,921,Comedy
23,0.004557602,0.028604551,0.001369686,6465,Comedy
23,0.001904686,0.010245417,0.000372242,1777,Comedy
10,0.000321452,0.001086781,7.46E-05,1623,Music
23,0.003314105,0.016812595,0.000401548,904,Comedy
23,0.00114855,0.007831022,0.000744484,2509,Comedy
23,0.000122549,0.000206811,1.59E-05,18,Comedy
23,0.00230439,0.010335017,0.000561962,3331,Comedy
10,0.001267218,0.004815253,0.00018972,1579,Music
23,0.011866279,0.098114352,0.004525517,31023,Comedy
10,6.67E-05,0.000125939,1.39E-05,36,Music
23,9.20E-06,4.28E-06,5.14E-07,1,Comedy
23,0.001984075,0.007906015,0.000456562,709,Comedy
23,9.05E-05,0.000454948,5.81E-05,134,Comedy
10,4.78E-06,5.59E-05,0,10,Music
23,0.002262893,0.008325871,0.001829333,1060,Comedy
10,0.000424131,0.002274384,5.86E-05,891,Music
10,0.001233991,0.013125271,0.000147046,6354,Music
23,6.43E-06,3.21E-06,1.54E-06,1,Comedy
23,0.000255423,0.000178666,2.16E-05,26,Comedy
10,0.000114333,0.000790904,7.20E-06,317,Music
23,0.000141561,0.000288929,4.78E-05,374,Comedy
23,4.37E-06,4.67E-05,5.14E-07,19,Comedy
23,0.000487541,0.002313039,5.19E-05,213,Comedy
23,0.000132907,0.001062377,3.60E-05,396,Comedy
23,0.000114505,0.000607963,0.000106942,153,Comedy
23,0.000711848,0.004220828,8.12E-05,754,Comedy
10,3.26E-05,0.000310662,6.17E-06,111,Music
23,3.34E-05,0.000345575,9.25E-06,100,Comedy
23,0.002271762,0.003756261,0.000444737,1043,Comedy
23,0.000280259,0.000979724,0.000647825,564,Comedy
23,4.39E-05,0.0001735,9.25E-06,74,Comedy
10,5.71E-05,4.10E-05,5.14E-06,11,Music
10,9.74E-06,3.63E-05,2.06E-06,28,Music
23,0.000196453,0.001400649,1.80E-05,288,Comedy
10,0.000135964,0.001289851,1.39E-05,542,Music
23,0.000473888,0.003344065,0.000170697,1187,Comedy
23,0.000131632,0.000216608,8.23E-06,61,Comedy
23,0.000103369,0.000337203,1.13E-05,78,Comedy
10,0.000749498,0.00167515,0.000149617,2416,Music
23,0.004937473,0.029778438,0.001466346,6665,Comedy
10,0.00026583,0.001088384,4.42E-05,754,Music
10,0.000193933,0.002039429,7.46E-05,1078,Music
23,0.002073752,0.010737595,0.000411831,1901,Comedy
10,1.89E-05,3.76E-05,1.54E-06,2,Music
23,0.001242687,0.008206345,0.000833431,2621,Comedy
10,0.000219059,0.000142149,4.06E-05,43,Music
23,0.003830668,0.018115984,0.000453991,1008,Comedy
23,8.73E-05,0.000450495,6.68E-06,150,Comedy
10,6.06E-05,8.98E-05,7.20E-06,26,Music
23,7.11E-06,3.74E-06,0,2,Comedy
10,3.14E-05,2.71E-05,4.11E-06,14,Music
10,0.001614635,0.005195564,0.000233423,1618,Music
23,0.002665026,0.003302026,0.000245762,2722,Comedy
23,0.001776149,0.002811985,0.000153216,2170,Comedy
23,1.33E-05,3.76E-05,1.03E-05,7,Comedy
10,0.000629839,0.002389814,0.000128022,1039,Music
23,0.002405432,0.010588677,0.00058407,3420,Comedy
10,0.00012919,0.000189888,2.78E-05,60,Music
10,0.000174333,0.000195945,5.09E-05,315,Music
10,0.000641039,0.005209993,0.000132136,1570,Music
23,0.000533096,0.004290834,0.000164013,823,Comedy
23,0.000413477,0.001734824,6.53E-05,124,Comedy
23,0.000628626,0.004371528,0.000378412,850,Comedy
23,0.000588622,0.005181314,0.00027404,2127,Comedy
23,0.000361126,0.001980289,3.03E-05,367,Comedy
10,0.000272781,0.001828165,2.42E-05,673,Music
10,0.000103145,0.001150196,1.75E-05,217,Music
23,0.000240729,0.000312087,1.44E-05,107,Comedy
23,0.000375186,0.002073452,4.22E-05,235,Comedy
23,7.34E-05,0.00082083,1.39E-05,184,Comedy
23,5.12E-05,0.000298727,8.23E-06,141,Comedy
23,0.000118625,0.000487546,8.74E-06,173,Comedy
23,0.000248427,0.000466527,3.55E-05,130,Comedy
10,3.87E-05,3.17E-05,5.66E-06,28,Music
10,2.68E-05,5.17E-05,3.60E-06,6,Music
23,0.000513732,0.003507768,0.000177895,1207,Comedy
10,0.000963047,0.001940566,0.000180465,2716,Music
10,5.17E-05,7.36E-05,9.77E-06,61,Music
10,6.72E-05,0.000312443,4.47E-05,85,Music
10,0.000584373,0.003173593,0.00014139,1413,Music
23,4.59E-05,0.000161387,5.14E-06,41,Comedy
10,0.000581699,0.001754596,0.000107971,1178,Music
10,0.000416895,0.000252769,7.25E-05,88,Music
10,0.000381485,0.005745813,3.08E-05,1577,Music
23,0.005085196,0.030265628,0.001504907,7514,Comedy
23,0.001294928,0.002227536,0.000102315,864,Comedy
23,0.000766898,0.000816021,6.27E-05,257,Comedy
23,3.06E-05,0.000292314,2.21E-05,216,Comedy
10,6.87E-05,0.000644124,1.03E-05,274,Music
23,0.003999901,0.00366292,0.000423143,1369,Comedy
23,4.56E-05,0.000177953,7.20E-06,33,Comedy
23,0.000467135,0.00358187,0.000392808,1552,Comedy
23,0.00043865,0.002793816,4.83E-05,466,Comedy
23,0.001309018,0.006828319,0.000362473,1334,Comedy
23,0.000292444,0.00243399,5.50E-05,1370,Comedy
23,0.009188991,0.062734566,0.002136279,42476,Comedy
23,0.001113627,0.007334925,0.000439595,2888,Comedy
23,0.000143586,0.001122942,9.82E-05,268,Comedy
23,7.80E-05,0.000431613,1.29E-05,124,Comedy
23,7.73E-05,0.000632367,3.60E-06,210,Comedy
10,0.000264819,0.000219814,3.80E-05,167,Music
23,0.00059763,0.002195116,9.72E-05,163,Comedy
23,0.000192439,0.000394027,0.000106942,558,Comedy
23,0.000136513,0.000643946,1.90E-05,207,Comedy
23,9.57E-05,0.00011062,2.06E-05,14,Comedy
23,1.91E-05,1.30E-05,1.54E-06,3,Comedy
23,4.86E-05,0.000291423,2.67E-05,58,Comedy
23,8.38E-05,0.000238162,1.44E-05,85,Comedy
23,0.003178586,0.00370585,0.0003162,2733,Comedy
10,0.001415381,0.012016758,0.000507463,10252,Music
10,0.000137806,8.28E-05,1.54E-05,13,Music
10,0.000164619,0.001519997,3.29E-05,255,Music
23,0.000624803,0.002757833,6.12E-05,329,Comedy
10,1.64E-05,2.65E-05,3.08E-06,19,Music
23,7.36E-06,5.17E-06,1.54E-06,0,Comedy
10,1.41E-05,1.92E-05,5.14E-07,11,Music
23,5.33E-05,0.000192738,6.68E-06,78,Comedy
10,0.004231178,0.039176661,0.000818521,17124,Music
23,0.002701883,0.002905505,0.000199489,1524,Comedy
23,0.002814617,0.011105615,0.000371728,4263,Comedy
23,9.25E-05,0.000962445,1.70E-05,229,Comedy
23,0.005992696,0.039535775,0.001864809,12212,Comedy
23,0.002281499,0.019052956,0.00091878,2965,Comedy
23,0.000611763,0.003738982,7.76E-05,2502,Comedy
10,0.00028857,0.000426447,4.16E-05,387,Music
23,0.000769718,0.00451047,0.000639598,2065,Comedy
23,0.00010824,0.000867145,1.59E-05,148,Comedy
23,0.000253061,0.001600691,6.84E-05,1218,Comedy
10,0.01063308,0.042466218,0.004637601,35027,Music
23,0.000241019,0.000928244,7.61E-05,229,Comedy
23,0.000718215,0.00372295,8.95E-05,579,Comedy
23,0.000339187,0.00220331,0.000121339,803,Comedy
10,0.00089455,0.006390115,0.000322884,4006,Music
23,0.00054322,0.004376872,0.000108999,2303,Comedy
