category_id,views,likes,dislikes,comment_count,category
10,0.027819375,0.025336905,0.005112673,11907,Music
23,0.001917396,0.01265625,0.000928034,12175,Comedy
23,0.002100621,0.021794402,0.000233937,7459,Comedy
23,0.005238228,0.013681754,0.000601037,4176,Comedy
23,0.009049913,0.007832803,0.001176367,2854,Comedy
23,0.002701878,0.005670285,0.000977907,1498,Comedy
23,0.006814751,0.036153412,0.002005171,18800,Comedy
10,0.001900832,0.005466324,0.000503349,4867,Music
23,0.002384696,0.003569045,0.003347094,5153,Comedy
10,0.000122971,0.000143574,2.83E-05,129,Music
23,0.003419626,0.002966604,0.000426742,1632,Comedy
23,0.002774399,0.033089548,0.000704381,9801,Comedy
23,0.001441553,0.00795322,0.000404633,4014,Comedy
23,0.001903713,0.008806648,0.000130593,54943,Comedy
23,0.001302067,0.005801746,0.00030129,819,Comedy
23,0.000366888,0.000295698,2.42E-05,141,Comedy
10,0.001935246,0.005166529,0.000522887,1526,Music
23,0.003794266,0.015178238,0.000470958,5001,Comedy
23,0.001314815,0.007852932,0.000266842,1951,Comedy
23,0.010778483,0.030706148,0.003574346,9440,Comedy
23,0.002255605,0.001000743,0.000580471,2809,Comedy
10,0.005655836,0.010900942,0.002524973,3110,Music
23,0.002216893,0.008180516,0.00064731,1678,Comedy
10,0.002699779,0.004153138,0.000644226,1058,Music
23,0.000339427,0.001755665,3.50E-05,1104,Comedy
10,0.002985254,0.019851876,0.000855026,5994,Music
23,0.003507479,0.020134749,0.000980991,2853,Comedy
23,0.00221184,0.011535268,0.000332653,1413,Comedy
23,8.24E-05,0.000106345,1.49E-05,132,Comedy
10,0.000159924,8.14E-05,1.95E-05,285,Music
10,0.053475134,0.154850515,0.025716579,123235,Music
10,4.39E-05,1.41E-05,0.000142933,65,Music
23,1.85E-05,7.30E-05,7.20E-06,33,Comedy
23,0.000669972,0.001776685,6.89E-05,4362,Comedy
10,0.003353884,0.014848694,0.000306945,3733,Music
23,0.001544361,0.001844909,0.00014139,1383,Comedy
23,0.00846705,0.036079844,0.005492627,11064,Comedy
23,0.000488325,0.002381976,8.12E-05,683,Comedy
23,0.000693892,0.002173206,6.27E-05,420,Comedy
23,7.18E-05,0.000157825,7.20E-06,58,Comedy
23,0.000438497,0.002492061,0.000129051,367,Comedy
23,0.000600456,0.000254194,0.000232908,1220,Comedy
23,0.005855985,0.014929744,0.000654508,4472,Comedy
23,0.00015832,0.000205742,5.96E-05,287,Comedy
23,0.003141527,0.006404009,0.001069425,1611,Comedy
23,0.010085884,0.00836702,0.001304904,3009,Comedy
23,0.000793963,0.006610286,0.000184064,4784,Comedy
23,0.007108639,0.036950373,0.002107486,19332,Comedy
23,0.000784315,0.001201498,0.000101801,1282,Comedy
10,0.00325203,0.007373223,0.000759394,6362,Music
23,0.00288066,0.004264292,0.004144535,6518,Comedy
10,0.000271386,0.000534751,0.000109513,184,Music
23,0.002632016,0.010879388,0.00023805,64506,Comedy
10,0.000500981,0.000736396,9.10E-05,274,Music
10,0.000928452,0.00764808,0.000459133,2694,Music
23,0.003920883,0.041711296,0.0009486,11647,Comedy
23,0.000499146,0.000355016,3.19E-05,200,Comedy
10,0.001894399,0.007093022,0.003241179,10586,Music
10,0.003043437,0.009787975,0.000637542,1762,Music
23,0.001542954,0.003743079,0.001317757,2671,Comedy
23,0.00173468,0.002602503,0.000438053,708,Comedy
23,0.001636786,0.008937041,0.000337794,2136,Comedy
23,0.001408693,0.006220356,0.000313115,776,Comedy
10,0.0082057,0.140681927,0.001460176,72376,Music
10,1.76E-05,2.32E-06,0,3,Music
23,0.004342034,0.016358538,0.000529571,5441,Comedy
23,0.000531831,0.002425084,5.55E-05,1337,Comedy
10,0.00323794,0.004544137,0.000702324,1163,Music
10,0.006484093,0.011398463,0.002705439,3048,Music
10,0.004574842,0.024351124,0.001244749,7535,Music
23,0.002773584,0.001159459,0.000715178,3220,Comedy
23,0.000173478,0.001234274,4.94E-05,1504,Comedy
23,0.011158349,0.031308767,0.003607766,9557,Comedy
23,0.002351557,0.008514691,0.000676103,1717,Comedy
23,0.002976051,0.014083084,0.000420058,1595,Comedy
10,0.004216199,0.016183969,0.000370185,3857,Music
23,0.003757216,0.02101276,0.001042689,2946,Comedy
10,0.000508835,0.000644658,0.000137791,135,Music
23,0.001094986,0.002419918,0.000104372,4591,Comedy
10,0.002159082,0.01484246,0.000540882,6884,Music
23,1.86E-05,7.18E-05,1.54E-06,21,Comedy
23,0.000123553,0.00069311,2.06E-05,584,Comedy
10,0.004439279,0.024192944,0.001698226,12752,Music
10,0.057893496,0.158765669,0.026724306,125444,Music
10,0.000427278,0.00164558,9.36E-05,1220,Music
10,0.000240689,0.002018409,4.83E-05,737,Music
10,0.007099354,0.020486025,0.001228296,5641,Music
23,0.002909897,0.002459107,0.00023805,1891,Comedy
23,0.000201553,0.000263813,8.33E-05,423,Comedy
10,0.000336377,0.000670309,0.000446793,178,Music
10,0.043713482,0.178588688,0.01654472,59945,Music
23,0.002774547,0.003864743,0.00034345,942,Comedy
23,0.006208142,0.01550689,0.000683815,4600,Comedy
23,0.003312616,0.006628099,0.001103358,1782,Comedy
23,0.00132709,0.009035726,0.000309002,5980,Comedy
10,0.004279637,0.008536957,0.000922379,6989,Music
23,0.010737193,0.008661471,0.001374314,2558,Comedy
23,0.000262101,0.000243684,2.01E-05,125,Comedy
10,0.001522824,0.012257948,0.000557335,5977,Music
23,0.00302802,0.004397357,0.004320887,6778,Comedy
10,0.003752679,0.010890076,0.005491084,16283,Music
10,0.000804954,0.000969036,0.000139334,349,Music
23,0.007352155,0.037522353,0.00217484,18578,Comedy
23,0.002940403,0.011473457,0.000292549,66471,Comedy
10,0.00193897,0.015863688,0.000804639,7649,Music
10,3.93E-05,3.74E-06,5.14E-07,6,Music
23,0.001310782,0.003613756,0.000196404,2966,Comedy
10,0.010224849,0.070681907,0.005799572,41890,Music
23,0.000979755,0.002135976,6.94E-05,2934,Comedy
23,2.02E-05,6.57E-05,4.63E-06,32,Comedy
23,0.004487705,0.045229217,0.001052458,12419,Comedy
10,0.002067971,0.010269643,0.000487411,1167,Music
10,0.00038666,0.00263902,1.54E-05,1168,Music
23,0.001145172,0.005537043,0.000376869,430,Comedy
10,0.00372533,0.010356215,0.000696668,1839,Music
23,0.000121129,3.56E-05,1.54E-06,8,Comedy
23,0.000654899,0.001873054,0.000125966,814,Comedy
23,0.001658838,0.022427125,0.000733687,18814,Comedy
10,0.003796496,0.004860499,0.000761965,1112,Music
23,0.001782746,0.00407102,0.001533699,2902,Comedy
10,0.000353047,0.002330139,9.56E-05,1425,Music
23,0.001537996,0.006703805,0.000328025,783,Comedy
10,0.007309603,0.011804781,0.002828834,3197,Music
10,0.000857418,0.004808663,0.000107971,1121,Music
23,0.001762407,0.009379341,0.000362473,2170,Comedy
10,0.00176994,0.013797718,0.000291007,3164,Music
23,0.004715955,0.017084424,0.000555278,5624,Comedy
10,0.070531691,0.247381332,0.028150548,79828,Music
10,0.010042595,0.024409908,0.001567633,6496,Music
23,0.004509366,0.052083009,0.004473589,27180,Comedy
23,0.00416707,0.004801181,0.000485868,1174,Comedy
23,0.002932877,0.013006279,0.000680216,2349,Comedy
23,0.00343484,0.002696022,0.000291007,2039,Comedy
10,0.002940339,0.01589023,0.00100927,7933,Music
10,0.00017002,9.76E-05,2.37E-05,298,Music
23,0.000225186,0.000286436,0.000100259,501,Comedy
10,0.001539287,0.009823423,0.000756309,3765,Music
10,0.000373045,0.000873736,0.000607207,183,Music
10,0.006969768,0.073932809,0.003446324,30393,Music
23,0.000375582,0.000297658,2.62E-05,166,Comedy
10,0.004488829,0.022650146,0.00060258,4255,Music
10,0.003628217,0.022348035,0.001269428,9721,Music
10,0.000269436,0.000255619,3.65E-05,46,Music
10,0.005119683,0.013239809,0.007103962,19679,Music
23,0.003527845,0.006769001,0.001131122,1785,Comedy
23,0.001590651,0.002778853,9.87E-05,3171,Comedy
23,0.004358532,0.037018597,0.001637042,33113,Comedy
23,0.001463127,0.009480698,0.000338308,6162,Comedy
10,0.004878586,0.009096825,0.001019552,7533,Music
23,0.00040267,0.001553486,0.000303861,1085,Comedy
23,0.006459308,0.01592069,0.000705923,5077,Comedy
10,0.015795456,0.084035543,0.007262833,50744,Music
23,2.09E-05,6.41E-05,5.14E-06,20,Comedy
23,0.00058226,0.003113562,9.10E-05,1059,Comedy
10,0.003251201,0.012003042,0.000612863,1323,Music
23,0.000350324,0.000303893,7.87E-05,320,Comedy
23,0.011161072,0.008849222,0.001421615,2603,Comedy
10,0.000992729,0.00114503,0.000172239,393,Music
23,0.000188664,5.08E-05,2.06E-06,15,Comedy
23,0.003098445,0.004462909,0.00440675,6564,Comedy
23,0.001558265,0.004061401,0.000253474,3239,Comedy
23,0.000405395,0.000194698,2.31E-05,96,Comedy
23,0.003131372,0.011786968,0.000312601,66546,Comedy
23,0.001810273,0.007487049,0.00055425,510,Comedy
10,3.87E-05,0.000120595,1.29E-05,149,Music
23,0.000620471,0.004823804,0.000299747,9137,Comedy
10,0.002144164,0.005000867,0.00043651,1126,Music
10,5.76E-05,1.66E-05,2.06E-06,7,Music
10,0.091034613,0.285082529,0.035248855,91404,Music
23,0.003690678,0.017526903,0.000612348,1274,Comedy
23,0.004922681,0.005203224,0.00056042,1253,Comedy
10,0.01237388,0.026835526,0.001834475,6993,Music
23,0.003737698,0.014724358,0.000558363,1265,Comedy
23,0.008135725,0.073214048,0.007007817,35674,Comedy
10,0.003615882,0.027391297,0.001254003,16875,Music
23,0.004006362,0.015878473,0.00087045,2670,Comedy
10,0.01323994,0.097977547,0.005366147,35849,Music
10,0.002906055,0.014303077,0.00151519,5496,Music
10,0.00388157,0.017771477,0.001365059,9056,Music
23,0.003715571,0.002806463,0.000356818,1892,Comedy
23,2.45E-05,6.93E-05,3.60E-06,27,Comedy
23,0.000234622,0.000296411,0.0001054,542,Comedy
10,0.00658915,0.026456996,0.000814922,4662,Music
23,9.24E-05,0.00105828,7.30E-05,394,Comedy
10,0.000203103,0.000113292,2.78E-05,326,Music
10,0.000476413,0.000798564,0.001143976,185,Music
10,0.004531638,0.024595877,0.001455035,10465,Music
23,0.000985724,0.000716623,0.000177895,665,Comedy
10,0.000284504,0.000383339,3.86E-05,13,Music
23,0.006978936,0.052108303,0.00237947,0,Comedy
23,0.00042452,0.000316896,2.83E-05,171,Comedy
23,0.001001404,0.004367965,0.000151673,1358,Comedy
23,0.000766601,0.002209544,0.000526486,1437,Comedy
23,0.001913517,0.003045694,0.000114655,2970,Comedy
10,0.006118334,0.014913712,0.008064902,21213,Music
10,0.003173745,0.00601212,0.000561448,1312,Music
10,0.001833726,0.003074908,0.000386124,755,Music
10,0.000459765,0.000376036,5.91E-05,72,Music
23,0.001101511,0.006227659,0.000456048,11633,Comedy
10,0.005322505,0.009404636,0.00107508,7733,Music
10,0.002677185,0.002183893,0.002045275,6087,Music
23,0.001799558,0.007337597,0.00174707,3405,Comedy
23,0.00163277,0.009235055,0.000274554,5358,Comedy
10,0.00234038,0.002005227,9.97E-05,751,Music
10,0.001879435,0.007740353,0.003457635,3827,Music
10,0.006250454,0.037177134,0.0019008,21614,Music
23,0.000517288,0.000189888,9.56E-05,210,Comedy
10,0.11089351,0.314116912,0.040220651,101453,Music
10,0.000915047,0.000560936,3.34E-05,463,Music
10,0.002962078,0.001241755,0.000689985,1230,Music
10,0.006147697,0.015195873,0.001026751,5381,Music
23,0.000772177,0.002073986,0.000300262,1305,Comedy
23,0.001816595,0.014968577,0.000243705,5081,Comedy
23,0.001033298,0.003045694,0.000114141,9402,Comedy
23,0.004787982,0.020745028,0.000845771,1631,Comedy
23,0.001372605,0.00476502,0.000340879,1604,Comedy
10,0.000530416,0.000515513,3.08E-05,711,Music
23,0.000832558,0.003588461,0.000250903,977,Comedy
23,0.005366753,0.005408966,0.000594867,1292,Comedy
23,0.000499059,0.001808036,0.000102829,2032,Comedy
10,0.014582865,0.029260788,0.002083322,7629,Music
23,0.004614862,0.016936931,0.00071055,1432,Comedy
10,0.001385741,0.003423333,0.000287922,2625,Music
23,0.009108852,0.077027311,0.007688547,37772,Comedy
23,0.000496925,0.003582405,0.000107457,1864,Comedy
23,0.001502706,0.005785714,0.000396921,1865,Comedy
10,0.017403698,0.108143518,0.006111659,37571,Music
10,0.004140114,0.017603321,0.002035506,6906,Music
10,0.00989368,0.07272953,0.007275173,35577,Music
10,0.003834512,0.006860026,0.00157843,3024,Music
23,1.97E-05,6.52E-05,5.14E-06,22,Comedy
23,0.004323989,0.016577996,0.000927006,2715,Comedy
10,0.004626001,0.018952668,0.001489997,9613,Music
10,0.000353555,0.002713657,0.00011774,886,Music
23,0.000137514,0.00024404,2.57E-05,160,Comedy
23,0.000129479,0.001303033,0.00011157,512,Comedy
23,0.001093193,0.004860499,0.000251932,1424,Comedy
10,0.008152098,0.028802455,0.000914667,5019,Music
10,0.000418369,0.000124158,0.000145503,522,Music
10,0.003739562,0.015753959,0.000702838,7907,Music
23,0.000155955,0.001211829,1.13E-05,972,Comedy
10,0.005850989,0.02682181,0.001991289,10683,Music
10,0.004286218,0.003126566,0.003152232,7955,Music
23,0.001815087,0.012829038,0.000519288,6481,Comedy
23,0.003168997,0.010469151,0.002822664,5079,Comedy
10,0.004319951,0.003438118,0.000190234,1149,Music
10,0.001120795,0.000986137,7.46E-05,1219,Music
23,0.000725828,0.000230502,0.000126994,227,Comedy
23,0.00100804,0.001445716,0.000117225,961,Comedy
23,0.001996701,0.004554647,0.000380983,3783,Comedy
10,0.00571161,0.009222586,0.004759968,5283,Music
10,0.00136132,0.000798564,5.45E-05,581,Music
23,0.002105028,0.011076223,0.000334195,6051,Comedy
10,0.010621731,0.0204121,0.001500279,7003,Music
10,0.007231344,0.039580842,0.002103887,22789,Music
23,0.000444393,0.002364341,0.000816979,3379,Comedy
23,0.004042161,0.02580646,0.000534198,8033,Comedy
10,0.001655286,0.00460203,0.00026787,974,Music
10,0.00264458,0.005909516,0.000549108,4660,Music
10,0.004103641,0.001543332,0.001170197,1793,Music
23,0.001715334,0.004101836,0.000174296,11503,Comedy
23,0.00042794,3.21E-05,7.20E-06,89,Comedy
10,0.001057524,0.005764339,0.00039178,2346,Music
10,0.001626565,0.010839308,0.000241649,3919,Music
23,0.001229918,0.004530065,0.000412345,1171,Comedy
10,0.001248496,0.007735899,0.000222625,2179,Music
23,0.001848616,0.005612927,0.000523401,1972,Comedy
23,0.002138285,0.006686882,0.000816979,1603,Comedy
23,0.000484669,0.000652852,2.57E-05,236,Comedy
10,0.016717695,0.093679232,0.010958518,45341,Music
10,0.133893349,0.339314518,0.044959025,108084,Music
23,0.005291542,0.021952048,0.001008755,1769,Comedy
10,0.001309852,0.022054474,0.001064283,20859,Music
23,0.00571756,0.005579438,0.000625202,1359,Comedy
10,0.000113983,4.79E-05,1.70E-05,269,Music
23,4.88E-05,8.96E-05,6.17E-06,145,Comedy
23,0.00138878,0.011436405,0.00025296,7455,Comedy
23,0.004947072,0.017665667,0.000756824,1446,Comedy
23,0.009767117,0.079007422,0.008028911,36490,Comedy
23,0.000708894,0.004516171,0.000191777,2309,Comedy
10,0.001582979,0.00091524,0.000142419,646,Music
10,0.017026435,0.031622456,0.002329084,8171,Music
10,0.021303024,0.114361201,0.006585702,38703,Music
10,0.01441351,0.048445918,0.004882335,20075,Music
10,0.017804321,0.097924108,0.006986222,58991,Music
23,0.002386621,0.005292646,0.000678673,3500,Comedy
23,0.003256039,0.002935787,0.000470958,2497,Comedy
23,0.002672882,0.003896807,0.000201031,1067,Comedy
23,0.002748156,0.016807429,0.000768135,7756,Comedy
10,0.004749898,0.003430458,0.003380513,8475,Music
23,0.001230531,0.00987241,0.000697697,2196,Comedy
23,0.003425981,0.011028484,0.003019068,5358,Comedy
10,0.005294889,0.004028624,0.000239592,892,Music
23,0.000836588,0.003454506,0.000222111,2024,Comedy
23,0.002317673,0.01471563,0.000221083,1852,Comedy
10,0.001612717,0.011216947,0.000767107,6495,Music
10,0.001466064,0.001295017,0.000101287,1595,Music
10,0.006448629,0.009914092,0.00533684,5926,Music
10,0.004025397,0.019016617,0.000561962,6894,Music
23,0.002397974,0.005033643,0.000457076,4036,Comedy
10,0.013937916,0.023653561,0.001836531,8048,Music
23,0.000648054,0.003111781,0.001171226,4584,Comedy
10,0.000466789,0.000384052,4.88E-05,25,Music
10,0.002075796,0.010477701,0.000286894,2513,Music
10,0.000362141,0.000955854,6.17E-05,377,Music
10,0.000314395,0.000997181,3.39E-05,568,Music
10,0.001568396,0.000909184,6.32E-05,677,Music
23,0.002235652,0.011540256,0.000347049,6234,Comedy
10,0.008151564,0.041474381,0.00229515,23565,Music
10,0.002682881,0.006148034,0.000388181,1213,Music
23,8.13E-05,0.001014103,8.23E-06,216,Comedy
23,0.00502327,0.029042576,0.000614919,9133,Comedy
10,0.001837034,0.007522854,0.000546538,3004,Music
23,0.000733073,0.000232105,0.000129051,246,Comedy
10,0.003451755,0.007489365,0.000772248,5789,Music
23,0.00063629,0.006777551,0.000812866,8079,Comedy
10,0.002231478,0.006902956,0.000496666,5441,Music
10,0.001691572,0.007161959,0.000328025,3255,Music
23,0.000469215,0.002350268,7.04E-05,549,Comedy
10,0.004375595,0.001621888,0.001238065,1897,Music
10,0.001426501,0.009783166,0.000325455,3609,Music
23,0.001985166,0.004379187,0.000188178,11967,Comedy
23,0.000536118,4.01E-05,1.18E-05,135,Comedy
23,1.45E-05,2.65E-05,5.14E-07,13,Comedy
23,0.001458962,0.004877065,0.000423143,1479,Comedy
10,0.021209727,0.10258884,0.0121863,50373,Music
23,0.00266281,0.007484734,0.000916209,1744,Comedy
10,0.002443315,0.001390673,0.00022314,987,Music
23,0.000216687,4.44E-05,1.49E-05,123,Comedy
23,0.000281593,0.00129181,9.56E-05,939,Comedy
10,0.026386667,0.122223574,0.009254123,68980,Music
10,0.019937919,0.058338634,0.006322459,24010,Music
23,0.001762254,0.011771293,0.000202574,5531,Comedy
23,0.003049856,0.024867172,0.001048859,14323,Comedy
23,0.0041229,0.007440557,0.001286395,4942,Comedy
23,0.002971125,0.003013809,0.000226739,1572,Comedy
23,0.004835973,0.005432301,0.000320313,1429,Comedy
23,0.003096099,0.017969382,0.000846799,8812,Comedy
10,0.000968922,0.002528756,9.67E-05,1018,Music
23,0.001263722,0.003329458,0.000155272,2647,Comedy
23,0.00113783,0.004238107,0.000304889,2463,Comedy
23,0.000415672,0.004978956,4.22E-05,3661,Comedy
23,0.002024969,0.006660519,0.001594882,2803,Comedy
10,0.003488484,0.015519716,0.001552722,9135,Music
10,0.001244772,0.011519058,0.000910039,9550,Music
10,0.005008124,0.003589352,0.003472545,9642,Music
10,0.000635711,0.004591698,8.69E-05,1150,Music
10,0.005860171,0.004316663,0.000266328,951,Music
23,0.003054491,0.017480945,0.000285351,2106,Comedy
23,0.001215373,0.00347802,0.004126026,4355,Comedy
23,0.003497473,0.011216947,0.003063285,5251,Comedy
10,0.005009311,0.020984793,0.000730602,7825,Music
10,0.000674148,0.001420956,0.000131107,498,Music
10,0.007058019,0.010399857,0.005709083,5661,Music
10,0.001721449,0.001522313,0.000121853,1898,Music
23,0.001313117,0.011225854,0.000128537,9002,Comedy
10,0.000624061,0.001520709,6.84E-05,623,Music
23,0.00284912,0.029801061,0.001502336,39951,Comedy
10,0.005051025,0.010913054,0.000969166,8568,Music
23,0.000212986,0.00065784,9.77E-05,864,Comedy
23,0.000329511,0.000935369,2.06E-05,678,Comedy
10,0.002276251,0.008128858,0.000608235,3087,Music
10,0.01672658,0.026084701,0.002142448,8768,Music
23,2.69E-05,9.71E-05,1.70E-05,174,Comedy
10,0.002630996,0.011938558,0.000334709,2735,Music
23,9.15E-05,0.000474186,1.03E-05,114,Comedy
23,0.001520177,0.002376454,0.000353219,800,Comedy
23,0.000108,0.001221448,1.39E-05,238,Comedy
10,0.001923805,0.01094779,0.000422628,4099,Music
10,0.000468395,0.000384408,4.94E-05,28,Music
23,0.002286875,0.011709125,0.000351676,6484,Comedy
10,0.00311885,0.006655709,0.000452963,1301,Music
10,0.008911056,0.042846351,0.002425229,24182,Music
23,0.000988883,0.008843878,0.001155287,10394,Comedy
10,0.001727538,0.000988987,6.79E-05,687,Music
23,0.002239458,0.006280564,0.000628287,1678,Comedy
10,0.03571446,0.140696177,0.010964174,74797,Music
10,0.032848824,0.366090013,0.012281931,395567,Music
10,0.006167227,0.008051014,0.001190249,3332,Music
23,0.004338162,0.050323603,0.001345007,9342,Comedy
23,0.00307986,0.017050579,0.000311573,7029,Comedy
23,0.004336482,0.031249805,0.001362488,17099,Comedy
10,0.025903652,0.066895542,0.007556925,27332,Music
23,0.001371048,0.001737139,9.10E-05,483,Comedy
23,0.001224986,0.002770481,8.17E-05,465,Comedy
23,0.005021221,0.008356866,0.001534213,5426,Comedy
23,0.003613884,0.00336544,0.000273012,1667,Comedy
23,0.002054724,0.003086308,0.000354247,966,Comedy
23,0.000691477,0.006891021,6.48E-05,4606,Comedy
23,0.001667523,0.003916223,0.000205659,3138,Comedy
10,0.015129242,0.037870422,0.002887447,10785,Music
10,0.002349564,0.015668634,0.001332154,12544,Music
10,0.005114666,0.018361449,0.002177925,10296,Music
10,0.003291574,0.015745765,0.000573273,5382,Music
23,0.002344617,0.007276676,0.001745013,2972,Comedy
23,0.002055407,0.004759142,0.007178513,6501,Comedy
23,0.001277466,0.004550372,0.000350648,2639,Comedy
10,0.001463541,0.007329759,0.000228281,1780,Music
10,0.000469288,0.000386546,5.14E-05,32,Music
23,0.002999111,0.019075757,0.000435482,10407,Comedy
10,0.001103614,0.004942083,0.000146532,3002,Music
23,0.000183074,0.000507141,0.000304375,280,Comedy
23,0.000622021,0.003425649,9.25E-05,2791,Comedy
23,0.000510766,0.000908827,0.00023188,1525,Comedy
23,0.006858028,0.035730706,0.002289494,55761,Comedy
10,0.058744551,0.094393005,0.027436913,54718,Music
23,0.000836548,0.005211596,0.000164527,756,Comedy
10,0.000818243,0.002620138,0.000245248,3226,Music
10,0.001065804,0.001936647,0.000193833,571,Music
23,5.13E-05,0.00012487,2.72E-05,255,Comedy
10,0.007241154,0.01291846,0.001161971,10403,Music
10,0.006009912,0.022761834,0.00087662,8551,Music
10,0.00016688,0.000493781,2.21E-05,273,Music
10,0.002140723,0.001828877,0.000155786,2143,Music
10,0.005981983,0.029179203,0.003860212,10643,Music
10,0.007703977,0.010880991,0.005999061,5393,Music
10,0.000841742,0.001963545,0.000100259,738,Music
23,0.000103051,0.000513197,1.18E-05,116,Comedy
10,0.000930756,0.004668829,0.000227767,4816,Music
10,0.005430967,0.003799191,0.003583601,9912,Music
10,0.046296586,0.16016044,0.012793507,80612,Music
23,0.002161157,0.012009276,0.000701296,4181,Comedy
23,0.002156941,0.004729394,0.000173267,954,Comedy
10,0.0484424,0.413380391,0.017083031,477215,Music
10,0.010250799,0.010910026,0.001767121,4476,Music
23,0.006016798,0.061503498,0.001857611,10732,Comedy
23,0.000888267,0.003160233,0.000209772,1628,Comedy
23,0.003482348,0.018419698,0.000341393,7330,Comedy
23,0.002278385,0.004576735,0.000172753,1323,Comedy
