trending_date,views,likes,dislikes,comment_count,country,category
18.01.01,0.036047957,0.043451462999999996,0.002441168,0.008713182,CA,Music
18.01.01,0.006917473,0.001569801,0.000494609,0.000184445,CA,Entertainment
18.01.01,0.007376695,0.019822626,0.00046427400000000003,0.002716875,CA,Entertainment
18.01.01,0.014152356000000001,0.008235006,0.00086428,0.001301567,CA,Music
18.01.01,0.051341045,0.052298824,0.0018298470000000001,0.004033812,CA,Music
18.01.01,0.022917711,0.004008106,0.000424685,0.000225023,CA,Music
18.01.01,0.0029091209999999998,0.000538535,0.000357332,0.00033692,CA,Entertainment
18.01.01,0.015792741000000002,0.024281216,0.000776875,0.005540728000000001,CA,Entertainment
18.01.01,0.07852224299999999,0.056214877,0.004364075,0.0032775879999999997,CA,Music
18.01.01,0.00010279399999999999,0.00039311699999999996,6.68e-06,4.0600000000000004e-05,CA,Entertainment
18.01.01,0.005243003,0.003592754,0.000115169,0.00048263099999999997,CA,Entertainment
18.01.01,0.005409683,0.014381243,0.000239078,0.00266646,CA,Entertainment
18.01.01,0.000632006,0.000142305,9.25e-06,6.95e-05,CA,Entertainment
18.01.01,0.008066395,0.015287102,0.000629829,0.0072148740000000005,CA,Entertainment
18.01.01,0.004022833,0.000648821,6.07e-05,0.000344297,CA,Entertainment
18.01.01,0.003838228,0.000171211,7.46e-05,8.61e-06,CA,Music
18.01.01,0.013906326,0.019639408,0.00042777,0.0027488459999999997,CA,Entertainment
18.01.01,0.013127409,0.015390718000000001,0.000422114,0.0012480780000000001,CA,Entertainment
18.01.01,0.006426418000000001,0.01015123,0.00092135,0.003560404,CA,Entertainment
18.01.01,0.009272139,0.001050388,0.000392808,0.000132186,CA,Music
18.01.01,0.0398255,0.113427222,0.007337899,0.008138944,CA,Music
18.01.01,0.001051007,7.159999999999999e-05,2.78e-05,0.000115586,CA,Entertainment
18.01.01,0.020006548,0.011058868000000001,0.00030488900000000003,0.002325237,CA,Entertainment
18.01.01,0.006602844,0.002722915,0.00018303599999999997,0.000301875,CA,Entertainment
18.01.01,0.007258382,0.011437755,0.000509005,0.000827543,CA,Music
18.01.01,0.011302319,0.04084506,0.00355738,0.00701014,CA,Entertainment
18.01.01,0.002129564,0.009469501,0.001334724,0.035666132,CA,Entertainment
18.01.01,0.003715533,0.006416616,8.43e-05,0.000557024,CA,Music
18.01.01,0.00036998300000000005,5.16e-05,7.2e-06,6.15e-06,CA,Entertainment
18.01.01,0.002006196,0.007065438,0.000387152,0.002369504,CA,Entertainment
18.01.01,0.00842992,0.003258337,0.000292035,0.000444512,CA,Entertainment
18.01.01,0.006385214,0.006920464,0.000173782,0.001513679,CA,Entertainment
18.01.01,0.00123559,0.000391338,6.17e-05,9.159999999999999e-05,CA,Entertainment
18.01.01,0.002509524,0.0037541809999999997,8.120000000000001e-05,0.0010279739999999999,CA,Entertainment
18.01.01,0.041860657999999995,0.010442066,0.001034463,0.003680293,CA,Entertainment
18.01.01,0.007131902,0.0045986709999999995,0.000102829,0.000458038,CA,Music
18.01.01,0.0006415419999999999,0.0008871819999999999,1.49e-05,0.000211497,CA,Entertainment
18.01.01,0.001097244,0.001075736,1.4400000000000001e-05,9.779999999999999e-05,CA,Entertainment
18.01.01,0.0022239910000000002,0.0037515129999999997,9.46e-05,0.001246848,CA,Entertainment
18.01.01,0.003868924,0.004188655,4.7799999999999996e-05,0.000173378,CA,Entertainment
18.01.01,0.012942483999999999,0.002586836,0.000713635,0.000649861,CA,Entertainment
18.01.01,0.008029982,0.014308312,0.00080104,0.003682752,CA,Entertainment
18.01.01,0.004849908,0.00074132,0.00018355,5.7799999999999995e-05,CA,Music
18.01.01,0.004827082,0.000999692,0.00015475799999999998,0.000259453,CA,Entertainment
18.01.01,0.000953301,0.0033997529999999997,0.000121339,0.0008367660000000001,CA,Entertainment
18.01.01,0.000488836,0.0007977969999999999,1.65e-05,0.000151245,CA,Entertainment
18.01.01,0.0016026810000000001,0.003522935,7.15e-05,0.0008779580000000001,CA,Entertainment
18.01.01,0.0044618670000000004,0.00282831,0.000151159,0.000608054,CA,Entertainment
18.01.01,0.00049973,0.000142305,2.52e-05,4.55e-05,CA,Entertainment
18.01.01,0.001303703,0.002075428,0.00011208399999999999,0.0008841060000000001,CA,Entertainment
18.01.01,0.002220956,0.000288167,9.92e-05,2.2100000000000002e-05,CA,Entertainment
18.01.01,0.00365136,0.0034317709999999997,0.00014139,0.000192438,CA,Music
18.01.01,0.00024093,0.000446926,1.39e-05,0.00014325200000000002,CA,Entertainment
18.01.01,0.00395089,0.0030951309999999997,9.25e-05,0.000732247,CA,Entertainment
18.01.01,0.001585351,0.001523552,4.5799999999999995e-05,0.0005121419999999999,CA,Entertainment
18.01.01,0.002593311,0.000408237,0.00010951299999999999,0.00028281599999999997,CA,Entertainment
18.01.01,0.00785073,0.017668486,0.000540882,0.000989855,CA,Music
18.01.01,0.001360989,0.00042558099999999996,6.840000000000001e-05,8.48e-05,CA,Entertainment
18.01.01,0.017010516,0.003219203,0.000389209,0.000956655,CA,Entertainment
18.01.01,0.001549181,0.0013679060000000001,7.82e-05,0.000934521,CA,Entertainment
18.01.01,0.010705612,0.010877874,0.00077379,0.004644325,CA,Entertainment
18.01.01,0.00623519,0.002544145,0.00040771800000000006,0.000890869,CA,Entertainment
18.01.01,0.013910454,0.00670256,0.0015943679999999999,0.00134276,CA,Entertainment
18.01.01,0.003940183,0.001080628,4.270000000000001e-05,0.0008933289999999999,CA,Entertainment
18.01.01,0.0034899009999999997,0.0013972560000000001,0.00020720099999999998,0.00159422,CA,Entertainment
18.01.01,0.004177703,0.0042291229999999996,0.000248333,0.000130341,CA,Music
18.01.01,0.006042451,0.000989908,0.000285865,0.000188134,CA,Entertainment
18.01.01,0.000482457,0.0009436589999999999,0.00010077299999999999,0.000331386,CA,Entertainment
18.01.01,0.010455123,0.00458622,0.0009424310000000001,0.000609898,CA,Entertainment
18.01.01,0.006461087,0.003935175,0.000116711,0.00021826,CA,Entertainment
18.01.01,0.005106699,0.0014372789999999999,0.00021028599999999999,0.000294497,CA,Entertainment
18.01.01,0.004555489,0.002670885,0.000209772,0.00046541599999999996,CA,Entertainment
18.01.01,0.00509033,0.0008431560000000001,0.000275583,0.000127882,CA,Entertainment
18.01.01,0.0022466179999999997,0.004428795,0.000178409,0.0008970180000000001,CA,Entertainment
18.01.01,0.000801677,0.00035665199999999995,3.91e-05,6.890000000000001e-05,CA,Music
18.02.01,0.021454922,0.004173535,0.0017727770000000001,0.00046418699999999997,CA,Entertainment
18.02.01,0.0009904760000000001,0.00023302400000000002,7.3e-05,4.92e-05,CA,Entertainment
18.02.01,0.043675759,0.063065078,0.003742986,0.009160769000000001,CA,Entertainment
