,trending_date,views,likes,dislikes,comment_count,country,category
43325,18.01.01,0.033037046,0.06039953,0.003191307,0.012012904,US,Film & Animation
43326,18.01.01,0.036047957,0.043451462999999996,0.002441168,0.008713182,US,Music
43327,18.01.01,0.017283058,0.030845029,0.006761026,0.011206263999999999,US,News & Politics
43328,18.01.01,0.0030566509999999996,0.003058666,0.000136249,0.00023916400000000002,US,Pets & Animals
43329,18.01.01,0.006958842,0.003340607,0.00023188,0.000345527,US,Entertainment
43330,18.01.01,0.006131193,0.009085278,0.000570188,0.000895173,US,Comedy
43331,18.01.01,0.011127836,0.006011491999999999,0.000702838,0.0009480469999999999,US,Pets & Animals
43332,18.01.01,0.0039408559999999995,0.008288815,0.00037327,0.000824469,US,Comedy
43333,18.01.01,0.012664555,0.012567299999999998,0.000762993,0.001299108,US,Entertainment
43334,18.01.01,0.004567697,0.004200662,0.00018869200000000002,0.000603135,US,Film & Animation
43335,18.01.01,0.0031880759999999998,0.002463209,0.000191262,0.00029388200000000003,US,Comedy
43336,18.01.01,0.000938268,0.003348612,0.00044885,0.0007912689999999999,US,Howto & Style
43337,18.01.01,0.01500666,0.069959305,0.000925978,0.007736239000000001,US,Music
43338,18.01.01,0.041842137,0.078497154,0.006445854,0.00672671,US,Comedy
43339,18.01.01,0.001291871,0.002199055,6.12e-05,0.00025023,US,Howto & Style
43340,18.01.01,0.00431925,0.005047376,0.000629315,0.000919766,US,People & Blogs
43341,18.01.01,0.034958219,0.12965131300000002,0.000954256,0.07980198,US,Howto & Style
43342,18.01.01,0.008235336999999999,0.021728622000000003,0.000602066,0.003442974,US,Howto & Style
43343,18.01.01,0.003569461,0.004713405,0.0006190319999999999,0.000686135,US,Music
43344,18.01.01,0.002234444,0.002193274,5.7100000000000006e-05,0.000282201,US,People & Blogs
43345,18.01.01,0.0023713989999999997,0.004034788,0.00015475799999999998,0.000228712,US,Pets & Animals
43346,18.01.01,0.0019130820000000002,0.004731193,9.46e-05,0.0026787559999999996,US,People & Blogs
43347,18.01.01,0.011166236000000001,0.034660578,0.001025722,0.005757759,US,Entertainment
43348,18.01.01,0.004225109,0.011625864,0.00019537599999999998,0.0007838910000000001,US,Howto & Style
43349,18.01.01,0.010224425,0.008606333,0.001265314,0.0026572379999999997,US,Education
43350,18.01.01,0.00193657,0.00700229,0.000134706,0.0008029510000000001,US,Howto & Style
43351,18.01.01,0.00155119,0.00038111,0.000122881,0.00039040900000000004,US,Sports
43352,18.01.01,0.011945694,0.008763756999999999,0.00027455400000000004,0.0009363660000000001,US,People & Blogs
43353,18.01.01,0.0046799829999999995,0.00617203,0.000152702,0.000590839,US,Howto & Style
43354,18.01.01,0.012151525,0.010237058,0.001049887,0.002339378,US,Education
43355,18.01.01,0.020073392,0.026064029,0.0018185360000000002,0.002451274,US,Comedy
43356,18.01.01,0.006815639,0.004299831,0.00020411599999999998,0.000569935,US,Entertainment
43357,18.01.01,0.013910454,0.006702115,0.0015943679999999999,0.00134276,US,Entertainment
43358,18.01.01,0.0006774810000000001,0.000386891,6.840000000000001e-05,4.73e-05,US,Entertainment
43359,18.01.01,0.025739767,0.154231369,0.00041286,0.014091599,US,Music
43360,18.01.01,0.00045128599999999996,0.00108463,4.7799999999999996e-05,6.7e-05,US,Film & Animation
43361,18.01.01,0.021557947999999997,0.08808850300000001,0.001816994,0.009564089,US,Entertainment
43362,18.01.01,0.03689182,0.042020854,0.0032915659999999997,0.004943741,US,Comedy
43363,18.01.01,0.009257293,0.006236956,0.0007599089999999999,0.001228404,US,Entertainment
43364,18.01.01,0.013389288999999999,0.015617072,0.001106957,0.004138946,US,Entertainment
43365,18.01.01,0.010966057,0.009017683,0.001672004,0.001642175,US,Science & Technology
43366,18.01.01,0.0070283459999999996,0.007479011,0.00043239699999999995,0.000584076,US,People & Blogs
43367,18.01.01,0.002246375,0.001166455,9.87e-05,0.000204734,US,Entertainment
43368,18.01.01,0.03776863,0.047744623,0.002474073,0.002469719,US,Comedy
43369,18.01.01,0.007195324,0.00293237,0.00017481,0.00042606800000000004,US,Pets & Animals
43370,18.01.01,0.003893483,0.0017330070000000002,0.0009074689999999999,0.000261912,US,Sports
43371,18.01.01,0.008998161999999999,0.015676217,0.000230338,0.002706423,US,Pets & Animals
43372,18.01.01,0.000340071,0.00027571599999999996,1.59e-05,2.58e-05,US,Film & Animation
43373,18.01.01,0.002357414,0.002953716,0.000176352,0.000561328,US,Entertainment
43374,18.01.01,0.01380351,0.017950426999999998,0.000694098,0.003106054,US,Science & Technology
43375,18.01.01,0.007174242,0.002609961,0.000257587,0.002151244,US,Sports
43376,18.01.01,0.01271577,0.002527246,0.00032648299999999997,0.00032769699999999995,US,Film & Animation
43377,18.01.01,0.0037760529999999997,0.00541559,0.000181494,0.0005293569999999999,US,People & Blogs
43378,18.01.01,0.001181627,0.00045092900000000003,0.000130593,0.000187519,US,Travel & Events
43379,18.01.01,0.0036451020000000003,0.011290558999999999,0.000138305,0.0012843519999999999,US,Comedy
43380,18.01.01,0.020445891,0.015605953999999998,0.000845257,0.0036630779999999997,US,Film & Animation
43381,18.01.01,0.0007547010000000001,0.001658741,0.000208743,0.000120504,US,People & Blogs
43382,18.01.01,0.05687308,0.018904315,0.005667951,0.0037208709999999997,US,Howto & Style
43383,18.01.01,5.27e-05,1.6899999999999997e-05,1.03e-06,1.84e-06,US,Entertainment
43384,18.01.01,0.014114044,0.007151265,0.00619855,0.0022822,US,People & Blogs
