,category_id,views,likes,dislikes,comment_count,category
756,20,0.0008337777469783416,0.0023030634894876524,0.00013830540403944326,1050,Gaming
771,23,1.8610784439617585e-05,7.178703583134998e-05,1.5424394502540142e-06,21,Comedy
772,23,0.0001235529016847565,0.0006931100655577737,2.0565859336720188e-05,584,Comedy
806,20,0.001226964428539446,0.002406914213779655,7.76361189961187e-05,311,Gaming
807,23,0.0029098966090955244,0.002459106773329495,0.00023804982182253618,1891,Comedy
814,23,0.00020155284041827083,0.00026381290339014724,8.329173031371675e-05,423,Comedy
819,23,0.002774547376759761,0.0038647432491239935,0.00034344985092322713,942,Comedy
825,23,0.0062081417082271596,0.015506890397584393,0.0006838148229459462,4600,Comedy
826,23,0.003312615988369214,0.0066280987996245695,0.0011033583534150381,1782,Comedy
833,23,0.0013270895537356015,0.009035725539814462,0.0003090020365342208,5980,Comedy
836,23,0.010737193052050755,0.008661471042837623,0.0013743135501763266,2558,Comedy
839,23,0.000262100899400725,0.00024368403230095977,2.0051712853302183e-05,125,Comedy
843,23,0.003028020089424336,0.004397356740775945,0.004320887046644912,6778,Comedy
856,23,0.0073521549426360435,0.037522353289476146,0.00217483962485816,18578,Comedy
857,23,0.0029404026550741967,0.011473456520836854,0.00029254934906484465,66471,Comedy
869,23,0.0013107824456890919,0.0036137558211181073,0.0001964039566656778,2966,Comedy
871,23,0.0009797549832872164,0.0021359760462871407,6.940977526143064e-05,2934,Comedy
879,20,0.0005063377070168582,0.0015061026996378763,3.496196087242432e-05,924,Gaming
881,20,0.0016732487310140878,0.0022079412137210497,0.00012545174195399315,589,Gaming
892,23,2.0224300113726945e-05,6.573056134433783e-05,4.627318350762042e-06,32,Comedy
900,23,0.00448770529911171,0.045229217074199114,0.0010524578515566556,12419,Comedy
910,23,0.001145172139097441,0.005537042733949586,0.00037686937234539746,430,Comedy
918,23,0.00012112909492759077,3.562632051183622e-05,1.5424394502540142e-06,8,Comedy
930,23,0.0006548989239016425,0.0018730538009097894,0.00012596588843741114,814,Comedy
932,23,0.0016588377983218236,0.02242712502540602,0.0007336870318374927,18814,Comedy
954,20,0.0005759850522023553,0.0037220598354740894,3.8560986256350355e-05,5822,Gaming
955,23,0.0017827463801040845,0.004071019644887525,0.001533698960035908,2902,Comedy
975,23,0.0015379960740690376,0.0067038047307122215,0.000328025456420687,783,Comedy
980,20,0.0014326134788223536,0.005799074321314141,0.00018355029458022769,1093,Gaming
992,23,0.0017624066606209687,0.009379341401151122,0.0003624732708096933,2170,Comedy
999,23,0.004715955346318821,0.0170844238698485,0.0005552782020914451,5624,Comedy
1010,23,0.004509366452599461,0.052083008614266166,0.0044735885522200584,27180,Comedy
1021,23,0.0041670702909495,0.004801181083777608,0.00048586842683001445,1174,Comedy
1022,23,0.002932876841090577,0.01300627896085861,0.0006802157975620202,2349,Comedy
1026,20,0.001293964194721003,0.0026067778718510564,8.534831624738877e-05,358,Gaming
1027,23,0.0034348403895573315,0.002696021804733206,0.00029100690961459064,2039,Comedy
1043,23,0.00022518554517497041,0.00028643561691516325,0.00010025856426651092,501,Comedy
1055,23,0.0003755816944833039,0.00029765790787639163,2.6221470654318238e-05,166,Comedy
1064,20,0.0004136677308842882,0.002224151189553935,6.735318932775862e-05,1070,Gaming
1080,20,0.0008307509329035525,0.002511121201276776,0.00017069663249477755,2369,Gaming
1081,23,0.0035278448463113956,0.006769000897248882,0.0011311222635196102,1785,Comedy
1082,23,0.0015906508614836955,0.0027788529999232254,9.871612481625691e-05,3171,Comedy
1085,23,0.004358532180786918,0.03701859711743878,0.001637042403202927,33113,Comedy
1092,20,0.0009002404597676404,0.003617674716374409,0.00018355029458022769,5384,Gaming
1099,23,0.001463126591293029,0.009480698283007296,0.00033830838608904707,6162,Comedy
1107,23,0.00040266991382966545,0.0015534857059186185,0.00030386057170004075,1085,Comedy
1111,23,0.0064593083890012925,0.015920690110329372,0.0007059231217329204,5077,Comedy
1116,23,2.0867350886036222e-05,6.41273769213052e-05,5.141464834180047e-06,20,Comedy
1120,23,0.0005822600971013733,0.0031135622811319266,9.100392756498682e-05,1059,Comedy
1127,20,0.0007037825600838199,0.004505482623529368,8.072099789662674e-05,5044,Gaming
1128,23,0.0003503236965658227,0.000303892513965963,7.866441196295472e-05,320,Comedy
1131,23,0.011161071863879955,0.008849221751935,0.001421615026650783,2603,Comedy
1140,23,0.0001886635590040717,5.0767506729366614e-05,2.0565859336720186e-06,15,Comedy
1141,23,0.0030984447487302073,0.004462909170517723,0.004406749509375718,6564,Comedy
1143,23,0.0015582651286321196,0.004061400538349329,0.0002534742163250763,3239,Comedy
1147,20,0.0009730253274026464,0.005210527506458606,0.00015732882392590944,6047,Gaming
1150,23,0.00040539522424564285,0.00019469784159718495,2.3136591753810212e-05,96,Comedy
1159,20,0.0003271880017466955,0.0007326552813259119,9.974441778309291e-05,733,Gaming
1162,23,0.0031313722459687106,0.011786968141341014,0.00031260106191814685,66546,Comedy
1165,23,0.0018102727219546568,0.0074870493871649416,0.0005542499091246091,510,Comedy
1181,20,3.567636262782533e-05,3.188555685809342e-05,7.1980507678520656e-06,59,Gaming
1183,23,0.0006204709748610842,0.004823803797302625,0.00029974739983269674,9137,Comedy
1211,23,0.0036906780215457107,0.017526902770605507,0.0006123484617508436,1274,Comedy
1214,23,0.00492268085888358,0.00520322411075368,0.0005604196669256251,1253,Comedy
1219,23,0.0037376984593363253,0.01472435826754191,0.0005583630809919531,1265,Comedy
1220,23,0.008135725263930237,0.07321404809945159,0.007007816568987404,35674,Comedy
1244,23,0.004006361774310873,0.015878472920522843,0.000870449996426682,2670,Comedy
1264,20,0.0013173071733055632,0.0026529139569138843,8.843319514789681e-05,350,Gaming
1270,23,0.0037155709173763494,0.0028064633983198983,0.00035681765949209526,1892,Comedy
1271,20,0.0014905516467582191,0.00744590098697377,0.00013933369700627927,7342,Gaming
1277,23,2.4494816781114196e-05,6.929319339552146e-05,3.5990253839260328e-06,27,Comedy
1283,20,0.0003616371502632639,0.0023937324751902756,2.6221470654318238e-05,1808,Gaming
1284,23,0.00023462166749684208,0.00029641098665847735,0.00010540002910069096,542,Comedy
1287,20,0.0004993536574201658,0.0009343002554229049,0.00035784595245893125,1314,Gaming
1289,23,9.242264891245099e-05,0.001058279850804095,7.300880064535667e-05,394,Comedy
1304,20,0.0013703435512884047,0.004778202107047474,0.00022365372028683203,6658,Gaming
1325,23,0.0009857238135327537,0.0007166234370955856,0.00017789468326262964,665,Comedy
1326,20,0.00046501757277565175,0.0009188028060002562,0.00013007906030475518,818,Gaming
1329,23,0.006978935811979209,0.05210830330182957,0.0023794699252585256,0,Comedy
1333,20,0.0002704487819540732,9.102524890774155e-05,9.254636701524084e-06,25,Gaming
1334,20,0.0011261373651376195,0.0029452279167135006,0.00022365372028683203,2676,Gaming
1336,23,0.0004245195071041741,0.0003168961209527832,2.8278056587990257e-05,171,Comedy
1337,23,0.0010014043592882955,0.00436796502635368,0.0001516732126083114,1358,Comedy
1340,23,0.0007666013184966995,0.0022095443981440823,0.0005264859990200368,1437,Comedy
1344,23,0.0019135165256216455,0.0030456941405568785,0.00011465466580221504,2970,Comedy
1368,20,0.0017183023285304232,0.007296626704029177,0.000221082987869742,8336,Gaming
1385,20,0.00028303891520679517,0.0004627859034487525,4.6273183507620424e-05,838,Gaming
1390,23,0.0011015106405057751,0.006227658957071531,0.00045604793079177016,11633,Comedy
1407,23,0.00179955756458017,0.0073375969726177884,0.00174706975065438,3405,Comedy
1409,23,0.001632769509321286,0.009235054803078185,0.0002745542221452145,5358,Comedy
1422,23,0.0005172884141247916,0.00018988828832808705,9.563124591574887e-05,210,Comedy
1429,23,0.000772176780687381,0.0020739862485965456,0.00030026154631611476,1305,Comedy
1437,23,0.001816594876800364,0.014968576694650548,0.00024370543314013423,5081,Comedy
1438,23,0.001033297793196968,0.0030456941405568785,0.00011414051931879705,9402,Comedy
1441,23,0.004787981743812129,0.020745028302439673,0.0008457709652226177,1631,Comedy
1443,23,0.0013726048287294923,0.004765020368458095,0.00034087911850613713,1604,Comedy
1446,23,0.000832557599359088,0.0035884611335547036,0.0002509034839079863,977,Comedy
1448,23,0.005366753349361158,0.005408966111709534,0.0005948674813146314,1292,Comedy
1451,23,0.0004990592202533575,0.0018080357659756882,0.00010282929668360093,2032,Comedy
1453,23,0.0046148621117182,0.016936930902929498,0.0007105504400836825,1432,Comedy
1461,23,0.009108851877718266,0.07702731131543597,0.007688546513032842,37772,Comedy
1487,23,0.0004969251396683311,0.0035824046590676915,0.00010745661503436298,1864,Comedy
1488,23,0.0015027060130040648,0.005785714451122202,0.0003969210851986996,1865,Comedy
1498,20,0.00044258617165953,0.000610813265175432,5.809855262623453e-05,1126,Gaming
1535,23,1.972257918148564e-05,6.519616653666028e-05,5.141464834180047e-06,22,Comedy
1537,20,0.0006498581596058848,0.0029817448952381325,8.174929086346274e-05,1322,Gaming
1543,23,0.00432398881237697,0.016577995723772748,0.0009270061096026624,2715,Comedy
1560,23,0.0001375139343861378,0.0002440402955060781,2.5707324170900233e-05,160,Comedy
1562,23,0.0001294793329782735,0.0013030326727204097,0.00011156978690170702,512,Comedy
1566,23,0.001093193379417775,0.004860498907429816,0.0002519317768748223,1424,Comedy
1568,20,0.0009126350867416016,0.0012203796091329498,0.0006159474871347696,1830,Gaming
1595,20,0.0016077046621852309,0.007861838278949458,0.00015218735909172939,7694,Gaming
1597,23,0.0001559551230176738,0.0012118292922101092,1.1311222635196104e-05,972,Comedy
1610,23,0.0018150873585063058,0.012829038016312223,0.0005192879482521848,6481,Comedy
1613,23,0.0031689966048921393,0.010469150545608192,0.002822664193964846,5079,Comedy
1618,23,0.0007258276596370893,0.00023050229371158036,0.00012699418140424716,227,Comedy
1619,23,0.0010080397952794869,0.0014457160863703138,0.00011722539821930507,961,Comedy
1622,23,0.00199670091398832,0.004554646945835702,0.0003809825442127415,3783,Comedy
1631,23,0.002105027880903087,0.011076223047129881,0.00033419521422170306,6051,Comedy
1637,20,0.0012489953951087085,0.004428707902826361,0.0007141494654676085,4270,Gaming
1640,23,0.00044439283811506557,0.002364340760768011,0.0008169787621512094,3379,Comedy
1646,23,0.0040421606228000905,0.025806459657556246,0.0005341981962713069,8033,Comedy
1660,23,0.0017153344018889958,0.004101836412130263,0.0001742956578787036,11503,Comedy
1666,23,0.000427939689233819,3.20636884606526e-05,7.1980507678520656e-06,89,Comedy
1676,20,0.0004492710730947451,0.001971204313919898,4.9358062408128454e-05,1378,Gaming
1677,23,0.0012299182221968666,0.0045300647846825345,0.0004123454797012398,1171,Comedy
1687,23,0.0018486155075650979,0.0056129267966397965,0.0005234011201195287,1972,Comedy
1699,23,0.0021382851477684153,0.0066868822284690994,0.0008169787621512094,1603,Comedy
1707,23,0.00048466948703710343,0.0006528523233793988,2.5707324170900233e-05,236,Comedy
1724,23,0.005291542319471651,0.021952048041380685,0.0010087554004661252,1769,Comedy
1742,23,0.005717559922880546,0.005579438055358671,0.0006252021238362937,1359,Comedy
1751,23,4.8777638802126434e-05,8.96001960872681e-05,6.169757801016057e-06,145,Comedy
1753,23,0.0013887800289252717,0.011436405147504545,0.0002529600698416583,7455,Comedy
1754,23,0.0049470720337819775,0.01766566728899911,0.0007568236235913029,1446,Comedy
1756,23,0.009767116807310862,0.07900742220948383,0.008028911485055561,36490,Comedy
1766,23,0.0007088939892996116,0.004516170519682919,0.00019177663831491574,2309,Comedy
1789,20,0.0012000999814398587,0.0013224490173993604,0.000762479234908901,2110,Gaming
1807,23,0.0023866205207465196,0.005292646175238389,0.0006786733581117662,3500,Comedy
1810,23,0.00325603929789267,0.0029357869417778637,0.0004709581788108923,2497,Comedy
1814,23,0.0026728817563068646,0.003896806937584646,0.00020103127501643983,1067,Comedy
1817,23,0.0027481563846244016,0.016807429227868976,0.000768134846226499,7756,Comedy
1826,23,0.0012305306515038277,0.009872409677034935,0.0006976967779982324,2196,Comedy
1832,23,0.003425981364082404,0.01102848377764402,0.0030190681506305234,5358,Comedy
1835,23,0.0008365878552983598,0.003454506168430199,0.00022211128083657802,2024,Comedy
1837,23,0.002317672758269359,0.01471562981901651,0.000221082987869742,1852,Comedy
1852,23,0.0023979740178986467,0.0050336428251173395,0.00045707622375860615,4036,Comedy
1866,23,0.0006480538486476837,0.003111780965106335,0.0011712256892262146,4584,Comedy
1870,20,0.0017851748978559192,0.005828644167338965,0.0009619680704750868,5236,Gaming
1886,23,0.002235651985585911,0.011540255871796547,0.00034704887630715317,6234,Comedy
1899,20,0.0015948907566857348,0.006259010119121946,0.0001429327223902053,1379,Gaming
1900,23,8.13211899751117e-05,0.001014103213369418,8.226343734688074e-06,216,Comedy
1907,23,0.005023270017054625,0.02904257648124889,0.0006149191941679336,9133,Comedy
1918,23,0.0007330731694379073,0.00023210547813461299,0.0001290507673379192,246,Comedy
1926,23,0.0006362904949593594,0.006777551214171723,0.0008128655902838654,8079,Comedy
1927,20,0.0007184007765415173,0.0028276610590244407,8.483416976397078e-05,1685,Gaming
1935,23,0.00046921506902567053,0.0023502683641658355,7.043806822826664e-05,549,Comedy
1946,23,0.0019851660435414387,0.004379187317314908,0.00018817761293098972,11967,Comedy
1947,23,0.0005361182598165146,4.007961057581575e-05,1.1825369118614109e-05,135,Comedy
1954,23,1.446039813628811e-05,2.6541608781317985e-05,5.141464834180047e-07,13,Comedy
1958,23,0.0014589620720056927,0.0048770651464678195,0.00042314255585301785,1479,Comedy
1972,23,0.002662809649704687,0.007484733676331672,0.0009162090334508844,1744,Comedy
1975,23,0.00021668691079221628,4.4354769037236096e-05,1.4910248019122136e-05,123,Comedy
1987,23,0.0002815926398434329,0.0012918103817591813,9.563124591574887e-05,939,Comedy
2004,23,0.0017622535532942284,0.011771292560315807,0.00020257371446669384,5531,Comedy
2005,23,0.003049855549714838,0.02486717171726168,0.0010488588261727296,14323,Comedy
2006,23,0.004122900004933589,0.0074405570388969946,0.0012863945015118478,4942,Comedy
2007,23,0.0029711254068076395,0.0030138085836987853,0.00022673859918734008,1572,Comedy
2009,23,0.0048359726465045435,0.005432301351644787,0.0003203132591694169,1429,Comedy
2011,23,0.003096098673385079,0.017969381671362514,0.0008467992581894537,8812,Comedy
2025,23,0.0012637219644437913,0.003329457783433654,0.0001552722379922374,2647,Comedy
2028,23,0.0011378300539059097,0.0042381070880880365,0.0003048888646668768,2463,Comedy
2031,23,0.00041567225911591895,0.004978956423131671,4.2160011640276385e-05,3661,Comedy
2032,23,0.002024969237499249,0.0066605187512903405,0.0015948823915626505,2803,Comedy
2082,23,0.0030544911684690676,0.01748094481714524,0.0002853512982969926,2106,Comedy
2083,23,0.0012153730261565377,0.003478019539968011,0.004126025529429487,4355,Comedy
2087,23,0.003497473063680788,0.011216947013151634,0.003063284748204472,5251,Comedy
2101,23,0.0013131167435475478,0.011225853593279593,0.00012853662085450117,9002,Comedy
2108,23,0.0028491200668716273,0.02980106084494588,0.0015023360245474096,39951,Comedy
2118,23,0.00021298642447976985,0.0006578400082510558,9.768783184942089e-05,864,Comedy
2121,23,0.0003295105221184792,0.00093536904503826,2.0565859336720188e-05,678,Comedy
2124,23,2.6876224586259544e-05,9.70817233947537e-05,1.6966833952794154e-05,174,Comedy
2139,23,9.148516097333343e-05,0.00047418632601254013,1.0282929668360094e-05,114,Comedy
2140,23,0.0015201767367338007,0.0023764537097420353,0.0003532186341081692,800,Comedy
2142,23,0.00010799955278527608,0.0012214483987483048,1.3881955052286126e-05,238,Comedy
2148,20,0.0004770847856201222,0.003036253165621242,6.940977526143064e-05,2137,Gaming
2154,20,0.002339079518044988,0.007890695598564045,0.00019948883556618582,1569,Gaming
2162,20,0.001931474837299616,0.006165134764573258,0.0010195524766179033,5583,Gaming
2172,23,0.002286874630621213,0.011709124631022652,0.0003516761946579152,6484,Comedy
2175,20,5.568631248411585e-05,0.00023442118896788234,7.1980507678520656e-06,230,Gaming
2184,20,0.0006637979928312558,0.001800910501873321,0.00010231515020018294,951,Gaming
2186,23,0.000988882535458273,0.008843877803858223,0.0011552871482402565,10394,Comedy
2191,23,0.0022394584692784084,0.0062805640430316076,0.0006282870027368017,1678,Comedy
2198,20,9.0260302359411e-05,0.00048416169575585423,1.1825369118614109e-05,316,Gaming
2208,23,0.004338161839838453,0.050323602775789136,0.0013450072006215004,9342,Comedy
2209,23,0.003079859874761269,0.017050578865362258,0.00031157276895131086,7029,Comedy
2210,23,0.004336482370238979,0.0312498051685597,0.0013624881810577125,17099,Comedy
2214,23,0.00137104784499141,0.0017371393881571342,9.100392756498682e-05,483,Comedy
2215,23,0.0012249858107784943,0.0027704808146029438,8.174929086346274e-05,465,Comedy
2216,23,0.00502122073437364,0.008356866002461423,0.001534213106519326,5426,Comedy
2218,23,0.003613884097447443,0.0033654403671506085,0.00027301178269496047,1667,Comedy
2226,23,0.0020547238798282264,0.003086308145940372,0.0003542469270750052,966,Comedy
2229,23,0.0006914774420085683,0.006891021045001921,6.478245691066859e-05,4606,Comedy
2242,23,0.0016675225169940006,0.003916223282263597,0.00020565859336720186,3138,Comedy
2257,23,0.002344617292278318,0.007276675964542548,0.001745013164720708,2972,Comedy
2260,23,0.0020554069740552215,0.004759142025573641,0.007178513201482182,6501,Comedy
2261,23,0.0012774662913904017,0.004550371787374281,0.0003506479016910792,2639,Comedy
