,trending_date,views,likes,dislikes,comment_count,country,category
22460,18.01.01,0.0398255,0.113427222,0.007337899,0.008138944,IN,Music
22461,18.01.01,0.014030754,0.013115618999999999,0.001069425,0.001141715,IN,Comedy
22462,18.01.01,0.020589646,0.002933259,0.000884846,0.000253919,IN,News & Politics
22463,18.01.01,0.008520175999999999,0.001718331,0.000619547,0.000319705,IN,Music
22464,18.01.01,0.024165266,0.026922306,0.0018905170000000002,0.0015026120000000002,IN,Film & Animation
22465,18.01.01,0.006925155,0.003775526,0.001166084,0.001351367,IN,News & Politics
22466,18.01.01,0.0437798,0.011627199,0.002283325,0.0019508129999999998,IN,Film & Animation
22467,18.01.01,0.011929325,0.041632628,0.00199386,0.005090068,IN,Music
22468,18.01.01,0.051367225999999995,0.052298824,0.0018298470000000001,0.004033812,IN,Music
22469,18.01.01,0.012004966,0.026166756,0.002818551,0.001333537,IN,Music
22470,18.01.01,0.07852224299999999,0.056214432,0.004364075,0.0032775879999999997,IN,Music
22471,18.01.01,0.06602948900000001,0.192987215,0.005062286,0.032018425,IN,Entertainment
22472,18.01.01,0.00785073,0.017667596,0.000540882,0.000989855,IN,Music
22473,18.01.01,0.018625592,0.003025758,0.000498208,0.00028281599999999997,IN,People & Blogs
22474,18.01.01,0.011629123,0.004861491,0.00061749,0.000705195,IN,Music
22475,18.01.01,0.033615242999999996,0.105105944,0.003343495,0.010916071000000001,IN,Comedy
22476,18.01.01,0.007521553,0.00290969,0.00024679,0.000129726,IN,Entertainment
22477,18.01.01,0.003836892,0.011785957,0.00048072699999999997,0.000409468,IN,Comedy
22478,18.01.01,0.019024416000000002,0.066408798,0.0013352379999999999,0.006191819,IN,Comedy
22479,18.01.01,0.0034269979999999997,0.0037541809999999997,0.000322884,0.00016846,IN,Music
22480,18.01.01,0.016859179,0.033893021,0.00115066,0.006544109,IN,Entertainment
22481,18.01.01,0.005365753000000001,0.004883726,0.000269413,0.000260682,IN,Entertainment
22482,18.01.01,0.00362636,0.0031667279999999997,0.00028021,0.000467876,IN,Entertainment
22483,18.01.01,0.008584371,0.035029237000000005,0.000396407,0.00523332,IN,Music
22484,18.01.01,0.010736528,0.005002906,0.0007383139999999999,0.00043221599999999997,IN,Entertainment
22485,18.01.01,0.00621955,0.018130977,0.000608749,0.0014890860000000001,IN,Entertainment
22486,18.01.01,0.013477138,0.00112154,0.000630858,0.000215186,IN,Film & Animation
22487,18.01.01,0.008531621999999999,0.005793143000000001,0.000317743,0.000382416,IN,Film & Animation
22488,18.01.01,0.008263781,0.001876201,0.000179951,6.52e-05,IN,Entertainment
22489,18.01.01,0.089562705,0.129805625,0.007390341999999999,0.004969563,IN,Music
22490,18.01.01,0.010593182,0.026389107000000002,0.000556306,0.001495234,IN,Entertainment
22491,18.01.01,0.003857555,0.00128697,0.00012853700000000002,0.000137719,IN,Music
22492,18.01.01,0.006059415,0.0341425,0.000747055,0.003158928,IN,Comedy
22493,18.01.01,0.003220803,0.0005999040000000001,0.0001599,0.00012419299999999998,IN,Science & Technology
22494,18.01.01,0.008421653000000001,0.00338152,0.000544481,0.0007156469999999999,IN,Music
22495,18.01.01,0.0006965760000000001,0.0006746139999999999,4.3200000000000007e-05,2.15e-05,IN,Education
22496,18.01.01,0.012942483999999999,0.002586836,0.000713635,0.000649861,IN,Entertainment
22497,18.01.01,0.003503842,0.01026285,0.00025913,0.0009609589999999999,IN,Comedy
22498,18.01.01,0.007145136,0.001706769,0.000215942,0.000547187,IN,Entertainment
22499,18.01.01,0.006620394,0.000907638,0.000524429,8.98e-05,IN,Entertainment
22500,18.01.01,0.001071018,0.000279718,6.74e-05,2.34e-05,IN,People & Blogs
22501,18.01.01,0.004018506,0.005121197,0.000256045,0.000183215,IN,Entertainment
22502,18.01.01,0.007064075,0.020938385,0.0009444869999999999,0.003928064,IN,Education
22503,18.01.01,0.001751126,0.000738207,9.2e-05,0.00020842299999999998,IN,News & Politics
22504,18.01.01,0.002284753,0.000453597,7.15e-05,3.570000000000001e-05,IN,Entertainment
22505,18.01.01,0.00533221,0.002831867,0.000233423,0.000189978,IN,Comedy
22506,18.01.01,0.049462202000000004,0.005731329,0.001701825,0.000308023,IN,Entertainment
22507,18.01.01,0.011127052,0.001215817,0.000597952,0.00023363,IN,Entertainment
22508,18.01.01,0.0023190579999999997,0.0009156430000000001,0.000538311,0.000401475,IN,Entertainment
22509,18.01.01,0.000992794,0.000165429,5.8099999999999996e-05,1.23e-05,IN,People & Blogs
22510,18.01.01,0.00064184,8.4e-05,2.37e-05,7.38e-06,IN,Entertainment
22511,18.01.01,0.002405815,0.00042291199999999995,8.28e-05,4.8599999999999995e-05,IN,Entertainment
22512,18.01.01,0.001275712,0.002602401,0.000317743,0.002250229,IN,Entertainment
22513,18.01.01,0.0008849560000000001,0.0031916320000000002,3.91e-05,0.000636335,IN,Education
22514,18.01.01,0.002230647,0.000261041,7.04e-05,6.579999999999999e-05,IN,Entertainment
22515,18.01.01,0.002353032,0.000594123,7.509999999999998e-05,5.9e-05,IN,People & Blogs
22516,18.01.01,0.018602391,0.007496799,0.00037327,0.00026806,IN,Music
22517,18.01.01,0.000693662,0.00023925,5.3500000000000006e-05,1.11e-05,IN,News & Politics
22518,18.01.01,0.003554163,0.00231112,0.0009779069999999999,0.000698432,IN,Entertainment
22519,18.01.01,0.0006773819999999999,0.000340642,6.890000000000001e-05,2.52e-05,IN,News & Politics
22520,18.01.01,0.004225253,0.004061026,0.00021748400000000002,0.00023117099999999999,IN,Comedy
22521,18.01.01,0.0095018,0.010122769,0.00025398799999999997,0.0006572389999999999,IN,Music
22522,18.01.01,0.359116096,0.278595611,0.022474371,0.035241909,IN,Music
22523,18.01.01,0.035090803,0.048044798,0.003862783,0.0016858270000000002,IN,Entertainment
22524,18.01.01,0.000487721,0.00033886400000000003,4.7799999999999996e-05,2.09e-05,IN,People & Blogs
22525,18.01.01,0.0027108740000000003,0.007567951999999999,0.000508491,0.000531816,IN,Comedy
22526,18.01.01,0.002462504,0.000619471,8.120000000000001e-05,0.000100215,IN,Comedy
22527,18.01.01,0.0046405890000000005,0.008167411,0.00030026200000000003,0.001126344,IN,Comedy
22528,18.01.01,0.0023795120000000003,0.0019260079999999999,0.000712607,0.00025514900000000003,IN,Entertainment
22529,18.01.01,0.002490661,0.0028074090000000003,0.00021439900000000002,0.000240393,IN,Film & Animation
22530,18.01.01,0.000896965,0.000125406,1.75e-05,4.18e-05,IN,Entertainment
22531,18.01.01,0.012909625,0.003150274,0.000344478,0.000312327,IN,Entertainment
22532,18.01.01,0.045246607,0.040141985,0.000965567,0.001664924,IN,Music
22533,18.01.01,0.004415873,0.0014386129999999998,0.000114655,0.00016723,IN,News & Politics
22534,18.01.01,0.003682707,0.00043625300000000005,8.89e-05,9.22e-05,IN,People & Blogs
22535,18.01.01,0.001695927,0.001027708,0.000178923,0.00018506,IN,News & Politics
22536,18.01.01,0.002006295,0.0009316519999999999,0.000153216,0.00028281599999999997,IN,Comedy
22537,18.01.01,0.00231365,0.002160811,6.48e-05,0.00026252700000000003,IN,Entertainment
22538,18.01.01,0.007067464,0.014993154,0.00106634,0.001816783,IN,Entertainment
22539,18.01.01,0.000816578,0.00020500799999999999,3.7e-05,1.05e-05,IN,Science & Technology
22540,18.01.01,0.008812685,0.025119036,0.000769677,0.0027949570000000003,IN,Comedy
22541,18.01.01,0.00133462,0.003906269,0.000135221,0.0006240390000000001,IN,Entertainment
22542,18.01.01,0.002855732,0.0009005230000000001,8.28e-05,7.38e-05,IN,Entertainment
22543,18.01.01,0.0014291129999999999,0.000638593,0.000531113,0.000181371,IN,Entertainment
22544,18.01.01,0.00165097,0.000250812,4.22e-05,1.91e-05,IN,Entertainment
22545,18.01.01,0.008559569,0.002100331,0.000770191,0.000557639,IN,Entertainment
22546,18.01.01,0.000915232,0.00021657,4.73e-05,1.05e-05,IN,Entertainment
22547,18.01.01,0.002065468,0.000270824,7.04e-05,6.27e-05,IN,Entertainment
22548,18.01.01,0.00365136,0.0034317709999999997,0.00014139,0.000192438,IN,Music
22549,18.01.01,0.002220956,0.000288167,9.92e-05,2.2100000000000002e-05,IN,Entertainment
22550,18.01.01,0.007157487,0.014472407,0.000373784,0.001204426,IN,Entertainment
